"chain_number","name"
"60_The_Coffee_Bean_And_Tea_Leaf","The Coffee Bean & Tea Leaf - Mid Valley"
"60_The_Coffee_Bean_And_Tea_Leaf","The Coffee Bean & Tea Leaf - Ativo Plaza"
"60_The_Coffee_Bean_And_Tea_Leaf","The Coffee Bean & Tea Leaf - Atria Shopping Gallery"
"60_The_Coffee_Bean_And_Tea_Leaf","The Coffee Bean & Tea Leaf - Sunway Putra"
"60_The_Coffee_Bean_And_Tea_Leaf","The Coffee Bean & Tea Leaf - BSC"
"60_The_Coffee_Bean_And_Tea_Leaf","The Coffee Bean & Tea Leaf - Quill City Mall"
"60_The_Coffee_Bean_And_Tea_Leaf","The Coffee Bean & Tea Leaf - Wisma UOA II"
"60_Inside_Scoop","Inside Scoop - Puchong"
"60_Michsology","Mich'sology - Uptown Damansara"
"60_Inside_Scoop","Inside Scoop - Taman Segar"
"60_Charcoal_Queen_Fish_Steamboat","Charcoal Queen Fish Steamboat [Non-Halal]"
"60_Khalifah_Bistro","Khalifah Bistro - USJ8"
"60_Hisho_Japanese_Cuisine","Hisho Japanese Cuisine"
"60_Abadi_Cafeteria","Abadi Cafeteria - TTDI"
"60_Nasi_Beriyani_Johor","Nasi Beriyani Johor - Wangsa Maju"
"60_Drop_Exchange","Drop Exchange"
"60_Michsology","Mich'sology - Shah Alam"
"60_Hong_Kong_Sheng_Kee_Dessert","Hong Kong Sheng Kee Dessert - Sunway Velocity [Non-Halal]"
"60_Hong_Kong_Sheng_Kee_Dessert","Hong Kong Sheng Kee Dessert - MyTown [Non-Halal]"
"60_Keto_Bento","Keto Bento - Puchong"
"60_Hong_Kong_Sheng_Kee_Dessert","Hong Kong Sheng Kee Dessert - Mid Valley [Non-Halal]"
"60_Hong_Kong_Sheng_Kee_Dessert","Hong Kong Sheng Kee Dessert - 1Utama [Non-Halal]"
"60_Hong_Kong_Sheng_Kee_Dessert","Hong Kong Sheng Kee Dessert - IOI Puchong [Non-Halal]"
"60_Hong_Kong_Sheng_Kee_Dessert","Hong Kong Sheng Kee Dessert - Eko Cheras [Non-Halal]"
"60_Add_Ikan_Bakar_Bellamy","Add Ikan Bakar Bellamy"
"60_Restoran_Al_Afiffah_Maju","Restoran Al-Afiffah Maju"
"60_M_Grill","M Grill"
"60_OGalito","O'Galito"
"60_Bettys_Midwest_Kitchen","Betty's Midwest Kitchen - Petaling Jaya [Non-Halal]"
"60_Alanna_Kitchen","Alanna Kitchen"
"60_McDonalds","McDonald's® - Desa Park City  373"
"60_Hungry_Elephant","Hungry Elephant"
"60_Sakae_Sushi","Sakae Sushi - IOI Puchong"
"60_Project_Western","Project Western"
"60_Hanz_Kchix_Korean_Fried_Chicken","Hanz Kchix Korean Chicken"
"60_Black_Daimon_Teppanyaki","Black Daimon Teppanyaki - TTDI"
"60_Restoran_Al_Sarifa","Restoran Al Sarifa - Bukit Bintang"
"60_Hana_Tei_Restaurant","Hana Tei Restaurant - Bangsar"
"60_Hana_Tei_Restaurant","Hana Tei Restaurant - Cheras"
"60_Boon_Signature_Roast_Pork","Boon Signature Roast Pork - SS22 [Non-Halal]"
"60_Sweetree_Restaurant","Sweetree Restaurant"
"60_Restoran_Sri_Karak","Restoran Sri Karak"
"60_Borneo_Village_Grandmas","Borneo Village - Grandma's"
"60_Tony_Romas","Tony Roma's - Melawati Mall"
"60_Secret_Recipe","Secret Recipe - TTDI 1"
"60_Secret_Recipe","Secret Recipe - Subang Parade"
"60_Secret_Recipe","Secret Recipe - Taipan"
"60_Secret_Recipe","Secret Recipe - Sunway Pyramid"
"60_Beyond_Veggie","Beyond Veggie - 3 Damansara"
"60_Red_Lobster","Red Lobster - Quill City"
"60_Secret_Recipe","Secret Recipe - IOI Puchong"
"60_Red_Lobster","Red Lobster - The Curve"
"60_Roast_And_Grill","Roast & Grill - Quill City"
"60_Roast_And_Grill","Roast & Grill - The Curve"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Times Square"
"60_Secret_Recipe","Secret Recipe - 1Utama"
"60_Restoran_Baru","Restoran Baru - KLCW"
"60_Secret_Recipe","Secret Recipe - Berjaya Times Square"
"60_Secret_Recipe","Secret Recipe - Leisure Mall 2"
"60_After_5_Plus_One_Grill_And_Bar","After 5 Plus One Grill & Bar - Bandar Sri Damansara"
"60_Secret_Recipe","Secret Recipe - PJ Old Town"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Sunway Pyramid"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Mid Valley"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - IOI Puchong"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Main Place"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Pavilion"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Setapak Central"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Avenue K"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - TTDI"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - KL Gateway"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Central Market"
"60_Texas_Chicken","Texas Chicken - Uptown Damansara"
"60_Texas_Chicken","Texas Chicken - Sunway Velocity"
"60_Texas_Chicken","Texas Chicken - IKON Connaught"
"60_Texas_Chicken","Texas Chicken - Jaya Shopping Centre"
"60_Texas_Chicken","Texas Chicken - Wangsa Walk Mall"
"60_Secret_Recipe","Secret Recipe - Centrepoint"
"60_Secret_Recipe","Secret Recipe - TTDI 2"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - The Curve"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Pandan Indah"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Sunway Putra"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Ampang Point"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Intermark"
"60_Secret_Recipe","Secret Recipe - Kompleks Mutiara"
"60_Secret_Recipe","Secret Recipe - Taman Melawati"
"60_Secret_Recipe","Secret Recipe - Giant Setapak"
"60_Secret_Recipe","Secret Recipe - Avenue K"
"60_Secret_Recipe","Secret Recipe - Central Market"
"60_Secret_Recipe","Secret Recipe - The Curve"
"60_Secret_Recipe","Secret Recipe - Tesco Ampang"
"60_Secret_Recipe","Secret Recipe - Pandan Indah"
"60_Secret_Recipe","Secret Recipe - Taman Tun Perak"
"60_Secret_Recipe","Secret Recipe - Citta Mall"
"60_Secret_Recipe","Secret Recipe - SOGO KL"
"60_Secret_Recipe","Secret Recipe - Rivercity"
"60_Secret_Recipe","Secret Recipe - Mid Valley"
"60_Secret_Recipe","Secret Recipe - Mahkota Cheras"
"60_Secret_Recipe","Secret Recipe - Eko Cheras"
"60_Secret_Recipe","Secret Recipe - Bangsar South"
"60_Secret_Recipe","Secret Recipe - Suria KLCC"
"60_Secret_Recipe","Secret Recipe - Amcorp Mall"
"60_Secret_Recipe","Secret Recipe - The Weld"
"60_Secret_Recipe","Secret Recipe - Great Eastern Mall"
"60_Secret_Recipe","Secret Recipe - Bandar Sri Damansara"
"60_Secret_Recipe","Secret Recipe - Taman Connaught"
"60_Secret_Recipe","Secret Recipe - Setapak Central"
"60_Secret_Recipe","Secret Recipe - Summit Subang USJ"
"60_Secret_Recipe","Secret Recipe - Sungei Wang Plaza"
"60_Secret_Recipe","Secret Recipe - Jaya 33"
"60_Secret_Recipe","Secret Recipe - Bandar Sri Permaisuri"
"60_Secret_Recipe","Secret Recipe - Menara UOA Bangsar"
"60_Secret_Recipe","Secret Recipe - Intermark"
"60_Secret_Recipe","Secret Recipe - Ampang Point"
"60_Secret_Recipe","Secret Recipe - Quill City Mall"
"60_Secret_Recipe","Secret Recipe - Alpha Angle"
"60_Secret_Recipe","Secret Recipe - Desa Pandan"
"60_Secret_Recipe","Secret Recipe - Aeon Taman Maluri"
"60_Secret_Recipe","Secret Recipe - Sunway Putra"
"60_Dchoo_Kitchen","DChoo Kitchen [Non-Halal]"
"60_M_Cafe_And_Bar","M Cafe & Bar"
"60_The_Ghan_Restaurant","The Ghan Restaurant"
"60_Seven_Eight_Cafe","Seven Eight Cafe"
"60_Boksu_Bento","Boksu Bento"
"60_La_Juiceria_Superfoods","La Juiceria Superfoods Signature - Atria Shopping Gallery"
"60_AAndW","A&W - Sunway Geo"
"60_AAndW","A&W - Kota Damansara"
"60_AAndW","A&W - PJ Palms"
"60_AAndW","A&W - Taman Tun Dr. Ismail"
"60_AAndW","A&W - Setapak Central"
"60_AAndW","A&W - USJ Taipan"
"60_AAndW","A&W - Wangsa Walk"
"60_Seng_Kee_Chicken_Rice","Seng Kee Chicken Rice - Mont Kiara [Non-Halal]"
"60_Rawsome","Rawsome - BIG Publika"
"60_Chicken_Rice_At_Restaurant_Jing_Quan","Chicken Rice @ Restaurant Jing Quan [Non-Halal]"
"60_Chai_Thai","Chai Thai [Non-Halal]"
"60_Donutes_Coffee_And_Cake_Baking","Donutes Coffee & Cake Baking - Kota Damansara"
"60_Donutes_Coffee_And_Cake_Baking","Donutes Coffee & Cake Baking - SS15"
"60_Donutes_Coffee_And_Cake_Baking","Donutes Coffee & Cake Baking - Puchong"
"60_Satay_Madu","Satay Madu"
"60_Sagar_Restaurant","Sagar Restaurant"
"60_Sushi_Q","Sushi Q - Publika"
"60_Secret_Recipe","Secret Recipe - Sri Petaling"
"60_Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart - Sri Petaling"
"60_Anns_Corner","Ann's Corner [Non-Halal]"
"60_Coffee_Box","Coffee Box - Taman Desa"
"60_Mishaltit","Mishaltit - PV7"
"60_Sushi_Q","Sushi Q - Atria Shopping Gallery"
"60_Amethyst_Ayam_Kampung","Amethyst Ayam Kampung"
"60_Uncle_Chong_Kopitiam","Uncle Chong Kopitiam [Non-Halal]"
"60_Nyonya_Heritage","Nyonya Heritage"
"60_Mishaltit","Mishaltit - Sri Petaling"
"60_WK_Fruits_N_Juices","WK Fruits N Juices - Bukit Jalil"
"60_Zenjo","Zenjo - Damansara Perdana"
"60_Yee_Kee_Dessert","Yee Kee Dessert - Bandar Puteri"
"60_Vegipai_Restaurant","Vegipai Restaurant"
"60_Iconic_Food","Iconic Food - Little Susan"
"60_Wonderful_Fried_Pork_Noodles","Wonderful Fried Pork Noodles [Non-Halal]"
"60_Roti_John_Reetz_Cafe","Roti John REETZ Cafe"
"60_Fancy_Mee_HQ","Fancy Mee - Glenmarie [Non-Halal]"
"60_Agrain_By_Hale","Agrain by Hale - Gardens North Tower"
"60_Master_Burger_Mobile","Master Burger Mobile"
"60_Thirsty_Monkeys_Bavarian_House_Cafe_And_Bistro","Thirsty Monkey [Non-Halal]"
"60_MONA","MONA by Jibril"
"60_Tealive","Tealive - IOI Puchong"
"60_Tealive","Tealive - Tesco Cheras"
"60_Tealive","Tealive - Taman Connaught"
"60_Tealive","Tealive - Citta Mall"
"60_Tealive","Tealive - Damansara Damai"
"60_Tealive","Tealive - Sunway Giza"
"60_Tealive","Tealive - Centrepoint"
"60_Tealive","Tealive - Bangsar Village 1"
"60_Tealive","Tealive - Wangsa Walk"
"60_Tealive","Tealive - Tesco Extra Ampang"
"60_Tealive","Tealive - Sunway Velocity"
"60_Tealive","Tealive - MyTown"
"60_Tealive","Tealive - Sunway Putra"
"60_Tealive","Tealive - Bukit Jalil"
"60_BBQ_Chicken","BBQ Chicken - Faber Tower"
"60_Mashal_Cafe_By_Muslim_Kitchen","Mashal Cafe by Muslim Kitchen"
"60_The_Humble_Food_Company","The Humble Food Company - Damansara Perdana"
"60_Bens_General_Food_Store","Ben's General Food Store - Jalan Batai"
"60_Friends_Cafe","Friends Cafe"
"60_Rejab_Tom_Yam","Rejab Tom Yam - Shah Alam"
"60_Mamalee","Mamalee"
"60_Fresca_Mexican","Fresca Mexican"
"60_R_Kranch","R Kranch - Menara Suria"
"60_Golden_Thai_Seafood_Restaurant","Golden Thai Seafood Restaurant [Non-Halal]"
"60_Restoran_Nasi_Kandar_Ameer_Ehsan","Restoran Nasi Kandar Ameer Ehsan - Puchong"
"60_Gerobak_Sate","Gerobak Sate - AI Ayam Berempah - Kota Damansara"
"60_Nasi_Briyani_Gam_An_Nur","Nasi Briyani Gam An Nur"
"60_Oiso","Oiso Traditional Korean Restaurant - DC Mall"
"60_So_Cute_Taiwanese_Restaurant","So Cute Taiwanese Restaurant - Sri Petaling [Non-Halal]"
"60_Chatime","Chatime - Jakel Mall"
"60_Bens_General_Food_Store","Ben's General Food Store - Publika"
"60_Bens","Ben's - Publika"
"60_S_Wine","S.Wine - Publika [Non-Halal]"
"60_Aroma_By_Eden","Aroma by Eden"
"60_Restoran_Klasik_Hijau","Restoran Klasik Hijau"
"60_Malabar_Palace","Malabar Palace - Bukit Bintang"
"60_Happy_Harmony_Catering","Happy Harmony Catering [Non-Halal]"
"60_Whose_Kitchen","Whose Kitchen - Setapak [Non-Halal]"
"60_Fancy_Noodle_House","Fancy Noodle House - Ara Damansara [Non-Halal]"
"60_Loving_Hut","Loving Hut"
"60_Rojak_And_Cendol_Mustaffa","Rojak & Cendol Mustaffa - Mydin USJ1"
"60_Restoran_Irfan_CKT_And_WF","Restoran Irfan CKT & WF"
"60_Square_Meal_Cafe","Square Meal Cafe - Hartamas [Non-Halal]"
"60_dDs_Place","dD's Place - Bukit Jalil"
"60_Kang_Won_Herbal_Tea","Kang Won Herbal Tea - OUG"
"60_Idolci_Gelato","Idolci Gelato"
"60_Zaman_Dairy_Fresh","Zaman Dairy Fresh - PPUM"
"60_The_Good_Batch","The Good Batch"
"60_Sri_Hainan_Kopitiam","Sri Hainan Kopitiam"
"60_Restoran_Rasik","Restoran Rasik - Pandan Jaya"
"60_The_Sultani","The Sultani"
"60_Restoran_Mosin","Restoran Mosin - TTDI"
"60_Pee_Chai_Thai_Kitchen","Pee Chai Thai Kitchen [Non-Halal]"
"60_RedDrip_Baking_Brunch_Cafe","RedDrip Baking Brunch Cafe - Bukit Jalil [Non-Halal]"
"60_Charles_Cafe","Charles Cafe - Royal Regent"
"60_Old_Klang_Road_Hokkien_Mee","Old Klang Road Hokkien Mee [Non-Halal]"
"60_Leaf_Dining","Leaf Dining"
"60_Fat_Cat","Fat Cat - Sunway Geo"
"60_Rasik_Bistro","Rasik Bistro - Ara Damansara"
"60_Buttermilk_Kitchen","Buttermilk Kitchen"
"60_Mak_Mah_Soto_Berlada","Soto Bonda Rominah"
"60_MNK_Roti_John","MNK Roti John - Gombak"
"60_EML_Cafe","EML Cafe - Seksyen 13"
"60_Warisan_Kak_Aini","Warisan Kak Aini - Wangsa Maju"
"60_Udon_Thani","Udon Thani"
"60_Fong_Yuan_Steamboat_Restaurant","Fong Yuan Steamboat Restaurant - Sri Petaling [Non-Halal]"
"60_Wok_And_Grill","Wok & Grill - Nu Sentral"
"60_Thai_Tomyam_Sups_Mee","Thai Tomyam Sups Mee - KLCC"
"60_Thai_Tomyam_And_Western_Fusion","Thai Tomyam & Western Fusion - Giant Subang Jaya"
"60_Viola_Flower_Cafe","Viola Flower Cafe - Bukit Jalil"
"60_STREAT_Thai","STREAT Thai - Jaya One"
"60_STREAT_Thai","STREAT Thai - Tesco Kepong"
"60_Tapas_Club","Tapas Club [Non-Halal]"
"60_Santai_Cafe","Santai Cafe"
"60_Mee_Jalil_Original_Penang_Taste","Mee Jalil Original Penang Taste - KL"
"60_The_Grill","The Grill - Wangsa Maju"
"60_Matahari_Claypot_Corner","Matahari Claypot Corner"
"60_Restoran_Ratha","Restoran Ratha"
"60_Phang_Kee_Restaurant","Phang Kee Restaurant - Sri Petaling [Non-Halal]"
"60_AG_Western","AG Western"
"60_Lapadooh","Lapado'oh"
"60_The_Chicken_Rice_Shop","The Chicken Rice Shop - Nu Sentral"
"60_The_Chicken_Rice_Shop","The Chicken Rice Shop - Berjaya Time Square"
"60_DubuYo","DubuYo - Sogo"
"60_DubuYo","DubuYo - Nu Sentral"
"60_The_Chicken_Rice_Shop","The Chicken Rice Shop - 1Utama"
"60_The_Chicken_Rice_Shop","The Chicken Rice Shop - Great Eastern Mall"
"60_The_Coffee_Bean_And_Tea_Leaf","The Coffee Bean & Tea Leaf - Bandar Puteri Puchong"
"60_The_Chicken_Rice_Shop","The Chicken Rice Shop - Sunway Putra"
"60_AAndW","A&W - Kajang"
"60_AAndW","A&W - EVO Mall"
"60_Hugos_KL","Hugo's KL"
"60_Restoran_Jihan_Maju","Restoran Jihan Maju - Bukit Jalil"
"60_MyBurgerLab","MyBurgerLab - Seapark"
"60_MyBurgerLab","MyBurgerLab - Sunway"
"60_AAndW","A&W - Sri Petaling"
"60_AAndW","A&W - Damai Perdana"
"60_AAndW","A&W - Bandar Kinrara"
"60_Warung_Puteri","Warung Puteri - Sri Gombak"
"60_J_M_Bistro","J.M. Bistro - Bukit Jalil"
"60_Hometown_Hainan_Coffee","Hometown Hainan Coffee - Desa Petaling"
"60_AAndW","A&W - Citta Mall"
"60_Punjabi_Rasoi","Punjabi Rasoi"
"60_Jang_Jang_Fusion_Korean","Jang Jang Fusion Korean [Non-Halal]"
"60_PappaRich","PappaRich - Taipan"
"60_U_One_Wei_Xiang_Restaurant","U One Wei Xiang [Non-Halal]"
"60_Dons_Warong","Don's Warong"
"60_Pan_Heong_Bak_Kut_Teh","Pan Heong Bak Kut Teh Restoran [Non-Halal]"
"60_Gastronomy_Inc_Cafe","Gastronomy Inc Cafe"
"60_Rain_Cafe","Rain Cafe"
"60_Restoran_K_Corner","Restoran K Corner [Non-Halal]"
"60_Darts_Line_Lounge_And_Bistro","Darts Line Lounge & Bistro"
"60_Xiao_FoYuan_Vege_Restaurant","Xiao FoYuan Vege Restaurant"
"60_Giant_Bowl_Vege","Giant Bowl Vege"
"60_McDonalds","McDonald's® - AEON Bukit Tinggi  218"
"60_Murni_Discovery","Murni Discovery - Kepong"
"60_McDonalds","McDonald's® - Petronas MRR2 Kepong  251"
"60_McDonalds","McDonald's® - Petronas Melati  214"
"60_McDonalds","McDonald's® - Petron Seksyen 7  312"
"60_McDonalds","McDonald's® - Kompleks PKNS Shah Alam  47"
"60_McDonalds","McDonald's® - Giant Shah Alam  161"
"60_McDonalds","McDonald's® - Selayang Mall  57"
"60_McDonalds","McDonald's® - Kepong  17"
"60_McDonalds","McDonald's® - Bandar Bukit Tinggi 184"
"60_McDonalds","McDonald's® - Kota Kemuning  179"
"60_McDonalds","McDonald's® - Giant Jalan Kebun  318"
"60_McDonalds","McDonald's® - Section 18  151"
"60_McDonalds","McDonald's® - Section 22 Shah Alam DT 213"
"60_McDonalds","McDonald's® - Klang Sentral  236"
"60_McDonalds","McDonald's® - Setia Alam  365"
"60_McDonalds","McDonald's® - Sri Gombak  143"
"60_McDonalds","McDonald's® - Persiaran Raja Muda Musa  290"
"60_McDonalds","McDonald's® - Alamanda Putrajaya 198"
"60_McDonalds","McDonald's® - Bandar Puteri Klang  262"
"60_McDonalds","McDonald's® - Taman Sri Andalas  160"
"60_McDonalds","McDonald's® - Putrajaya 351"
"60_McDonalds","McDonald's® - Petron Seremban KL  149"
"60_McDonalds","McDonald's® - The Mines  88"
"60_McDonalds","McDonald's® - Sri Serdang Prima  320"
"60_McDonalds","McDonald's® - Bandar Baru Bangi 231"
"60_Durian_Man","Durian Man - SS2"
"60_McDonalds","McDonald's® - IOI City Mall 339"
"60_McDonalds","McDonald's® - Kajang 29"
"60_McDonalds","McDonald's® - Kajang Perdana 341"
"60_McDonalds","McDonald's® - Prima Saujana Kajang 238"
"60_McDonalds","McDonald's® - Jusco Balakong  210"
"60_McDonalds","McDonald's® - Equine Park 192"
"60_McDonalds","McDonald's® - Batu Caves  315"
"60_Yokotaya_Japanese_Dining","Yokotaya Japanese Dining [Non-Halal]"
"60_Janwa_Thai_Restaurant","Janwa Thai Restaurant"
"60_Restoran_Singapore_Chicken_Rice","Restoran Singapore Chicken Rice [Non-Halal]"
"60_Fan_Cham_Mei","Fan Cham Mei [Non-Halal]"
"60_McDonalds","McDonald's® - Setia City Mall  287"
"60_McDonalds","McDonald's® - Shell Putra Heights  358"
"60_McDonalds","McDonald's® - Cyberjaya  354"
"60_Hometown_Hainan_Coffee","Hometown Hainan Coffee - Tropicana Avenue"
"60_Hometown_Hainan_Coffee","Hometown Hainan Coffee - Setia Alam"
"60_Hometown_Hainan_Coffee","Hometown Hainan Coffee - 3 Damansara"
"60_Hometown_Hainan_Coffee","Hometown Hainan Coffee - Empire Damansara"
"60_Hometown_Hainan_Coffee","Hometown Hainan Coffee - Sunway Velocity"
"60_Hometown_Hainan_Coffee","Hometown Hainan Coffee - Puchong"
"60_Hometown_Hainan_Coffee","Hometown Hainan Coffee - Taman Sea"
"60_Hometown_Hainan_Coffee","Hometown Hainan Coffee - Seapark"
"60_Hometown_Hainan_Coffee","Hometown Hainan Coffee - USJ21"
"60_Six_One_Six_Noodle_House","Six One Six Noodle House [Non-Halal]"
"60_Coconut_Tree_Corner","Coconut Tree Corner"
"60_Mother_Porridge","Mother Porridge [Non-Halal]"
"60_The_Hut_Restaurant_And_Cafe","The Hut Restaurant & Cafe - Ampang"
"60_Sajian_Talam_Emas","Sajian Talam Emas"
"60_The_Chicken_Rice_Shop","The Chicken Rice Shop - Giant Shah Alam"
"60_The_Chicken_Rice_Shop","The Chicken Rice Shop - Tesco Shah Alam"
"60_The_Chicken_Rice_Shop","The Chicken Rice Shop - AEON Metro Prima"
"60_The_Alley","The Alley - Setapak"
"60_The_Alley","The Alley - Puchong"
"60_Juice_Works","Juice Works - Paradigm Mall"
"60_Old_Town_White_Coffee","Old Town White Coffee - Sungai Long"
"60_Old_Town_White_Coffee","Old Town White Coffee - BMC Mall"
"60_Old_Town_White_Coffee","Old Town White Coffee - Axis Atrium"
"60_Old_Town_White_Coffee","Old Town White Coffee - Pandan Indah"
"60_Old_Town_White_Coffee","Old Town White Coffee - AEON Metro Prima"
"60_Old_Town_White_Coffee","Old Town White Coffee - USJ Taipan"
"60_Old_Town_White_Coffee","Old Town White Coffee - One City"
"60_Old_Town_White_Coffee","Old Town White Coffee - Cheras Sentral"
"60_Old_Town_White_Coffee","Old Town White Coffee - Ikon Connaught"
"60_Old_Town_White_Coffee","Old Town White Coffee - Pearl Point"
"60_Old_Town_White_Coffee","Old Town White Coffee - AEON Alpha Angle"
"60_Old_Town_White_Coffee","Old Town White Coffee - Cheras Midah"
"60_Old_Town_White_Coffee","Old Town White Coffee - Ampang Waterfront"
"60_The_Chicken_Rice_Shop","The Chicken Rice Shop - AEON BiG Tun Hussein Onn"
"60_Old_Town_White_Coffee","Old Town White Coffee - AEON Sunway Pyramid"
"60_Old_Town_White_Coffee","Old Town White Coffee - Jalan Kuching"
"60_Old_Town_White_Coffee","Old Town White Coffee - Kuchai Lama 2"
"60_Old_Town_White_Coffee","Old Town White Coffee - Sri Rampai"
"60_Old_Town_White_Coffee","Old Town White Coffee - Menara Commerce"
"60_Old_Town_White_Coffee","Old Town White Coffee - Brickfields"
"60_Old_Town_White_Coffee","Old Town White Coffee - 1Utama"
"60_Old_Town_White_Coffee","Old Town White Coffee - Bandar Puteri"
"60_Old_Town_White_Coffee","Old Town White Coffee - Plaza Puchong"
"60_Old_Town_White_Coffee","Old Town White Coffee - Kompleks Kenari"
"60_Murni_Discovery","Murni Discovery - Kelana Jaya"
"60_Murni_Discovery","Murni Discovery - SS2"
"60_Murni_Discovery","Murni Discovery - Sunway Mentari"
"60_Murni_Discovery","Murni Discovery - USJ"
"60_Murni_Discovery","Murni Discovery - Shah Alam"
"60_The_Alley","The Alley - Sunway Nexis"
"60_Secret_Recipe","Secret Recipe - Brem Mall"
"60_Secret_Recipe","Secret Recipe - Giant Shah Alam"
"60_Secret_Recipe","Secret Recipe - AEON Shah Alam"
"60_Secret_Recipe","Secret Recipe - The Mines"
"60_Secret_Recipe","Secret Recipe - SACC Mall"
"60_Tipsy_Boar","Tipsy Boar [Non-Halal]"
"60_Gajah_Mada","Gajah Mada - MyTown"
"60_DNats","D'Nats"
"60_Kiara_Cakes","Kiara Cakes"
"60_Hock_Kee_Ulu_Yam_Loh_Mee","Hock Kee Ulu Yam Loh Mee  - Taman Maluri [Non-Halal]"
"60_Leng_Zai_Bak_Kut_Teh","Leng Zai Bak Kut Teh [Non-Halal]"
"60_Hot_Wings","Hot Wings - IPC Shopping Center"
"60_Markonah_Food_And_Co","Markonah Food & Co - Subang Jaya"
"60_Markonah_Food_And_Co","Markonah Food & Co - Shah Alam"
"60_John_Satay","John Satay - Cheras"
"60_Restoran_Pasembor_Hussin","Restoran Pasembor Hussin - Subang Jaya"
"60_Oyster_King","Oyster King - IPC Shopping Center"
"60_Texas_Chicken","Texas Chicken - Kepong"
"60_Texas_Chicken","Texas Chicken - Midpoint Shopping Complex"
"60_Texas_Chicken","Texas Chicken - Utropolis Marketplace"
"60_Face_To_Face_Noodle_House","Face To Face Noodle House - Kepong [Non-Halal]"
"60_Street_Hainanese_Chicken_Rice_Shop","Street Hainanese Chicken Rice Shop [Non-Halal]"
"60_Siti_Bistro","Siti Bistro"
"60_Sakura_Sushi","Sakura Sushi - Taman Midah"
"60_Zhang_Village","Zhang Village - Mid Valley"
"60_Zhang_Village","Zhang Village - SS2"
"60_All_Things_Chicken","All Things Food Outlet"
"60_Dapur_Beriani","Dapur Beriani"
"60_Hayaki","Hayaki - Shah Alam"
"60_Ezy_Durian","Ezy Durian - Batu Caves"
"60_Sweet_Thai","Sweet Thai MY"
"60_City_Milk","City Milk - Eko Cheras"
"60_Ginger_Roots","Ginger Roots Restaurant"
"60_Eats_And_Treats_Bakery","Eats And Treats Bakery"
"60_Restaurant_SS_RAI","Restaurant SS RAI [Non-Halal]"
"60_Thai_Jjang_BBQ_Restaurant","Thai Jjang BBQ Restaurant - Bukit Jalil [Non-Halal]"
"60_Wasabi","Wasabi - SS2"
"60_Cafe_Chi_Fun","Cafe Chi Fun - Kota Damansara"
"60_Midam_Korean_BBQ_Restaurant","Midam Korean BBQ Restaurant - Sri Petaling [Non-Halal]"
"60_Crave_Bite","Crave Bite"
"60_Dindigul_Thalapakkatti","Dindigul Thalappakatti - Lebuh Ampang"
"60_Pie_Action","Pie Action"
"60_Stuffd","Stuff'd - Mid Valley"
"60_Juice_Works","Juice Works - Gamuda Walk"
"60_Juice_Works","Juice Works - AEON Shah Alam"
"60_Pommes_Frites","Pommes Frites - Sunway Velocity"
"60_Restoran_Al_Majunas","Restoran Al-Majunas - Setapak"
"60_Restoran_Al_Majunas","Restoran Al-Majunas - Serdang"
"60_Seri_Panglima_Corner","Seri Panglima Corner"
"60_Kedai_Makan_Poksu","Kedai Makan Poksu - Desa Tun Razak"
"60_Da_Sa_Rang_Korean_BBQ_Restaurant","Dasarang Korean BBQ Restaurant [Non-Halal]"
"60_Nasi_Bakar_Sunan_Drajat","Nasi Bakar Sunan Drajat"
"60_GongJu_Roll","GongJu Roll"
"60_8Haus","8Haus [Non-Halal]"
"60_Bisik_Bisik_Restaurant","Bisik-bisik Restaurant"
"60_Restoran_Kin_Thai","Restoran Kin Thai - OUG [Non-Halal]"
"60_Malacca_Style","Malacca Style - Seksyen 17"
"60_Happy_Cafe","Happy Cafe - OUG [Non-Halal]"
"60_Sweet_Hut","Sweet Hut - Pandan Indah"
"60_Sweet_Hut","Sweet Hut - Botanic Klang"
"60_Sweet_Hut","Sweet Hut - Cheras"
"60_Sweet_Hut","Sweet Hut - Setapak"
