"chain_number","name"
"","นายงี้บะหมี่ตู้ไม้ - บางโพ"
"","Kotai Coffee (โกไต๊) สาขาแรก - ถนนแจ้งวัฒนะ"
"Rosniyom","รสนิยม (Rosniyom) - ท่าเรือมหาราช"
"","เจ๊ไข่ ประชาชื่น - ถนนประชาชื่น"
"Greyhound_Cafe","Greyhound Cafe (เกรย์ฮาวด์ คาเฟ่) - เดอะเซอร์เคิล ราชพฤกษ์"
"Took_Lae_Dee","ถูกและดี (Took Lae Dee) - เดอะไบรท์ พระราม 2"
"KOI","KOI The' (โคอิเตะ) - คิงเพาเวอร์ รางน้ำ"
"","ราดหน้า หมูหมัก ยอดคะน้า - ถนนลาดพร้าว"
"","สเต็ก แอนด์ สลัด - ถนนอิสรภาพ"
"","ข้าวผัดปูเจริญกรุง - ถนนเจริญกรุง"
"Inthanin_Coffee","Inthanin Coffee (อินทนิล คอฟฟี่) - ปั๊มบางจาก สุขาภิบาล 1"
"","ขายอะไรก็อร่อย - ถนนรามคำแหง"
"ChaTraMue","ChaTraMue (ชาตรามือ) - วัน โอ วัน เดอะเทิร์ดเพลส"
"Sushi_Hiro","Sushi Hiro (ซูชิ ฮิโระ) - เอท ทองหล่อ"
"Ochaya","Ochaya (โอชายะ) - อิมพีเรียล สำโรง"
"Au_Bon_Pain","Au Bon Pain (โอ บอง แปง) - เดอะ ฮอไรซอน เอกมัย"
"Cafe_Amazon","Cafe Amazon (คาเฟ่ อเมซอน) - ปั๊มปตท.เหม่งจ๋าย"
"Ippudo","Ippudo (อิปปุโดะ) - เซ็นทรัลพระราม 9"
"Krua_Mae_Sri_Ruen","ร้านครัวแม่ศรีเรือน - ประดิษฐ์มนูธรรม"
"","Gohan (โกฮัง) - ถนนเพชรบุรี"
"Au_Bon_Pain","Au Bon Pain (โอ บอง แปง) - กลาสเฮ้าส์ รัชดา"
"","Nai Leng Duck Noodle Klongton (นายเล้งก๋วยเตี๋ยวเป็ด) - ถนนพัฒนาการ"
"","อันยอง at home - หมู่บ้านพระปิ่น 3"
"Chama","Chama (ชามะ) - โครงการเคยู อเวนิว"
"On_The_Table","On The Table (ออน เดอะ เทเบิล) - สยามเซ็นเตอร์"
"","เซี้ย เย็นตาโฟ - ถนนบางขุนเทียน ชายทะเล"
"","ผัดไท แม่อัม - คลองเตย"
"Krua_Mae_Sri_Ruen","ร้านครัวแม่ศรีเรือน - เซ็นทรัลเวิลด์"
"Ongtong_khaosoi","อองตอง ข้าวซอย (Ongtong Khaosoi) - อารีย์"
"Krua_Mae_Sri_Ruen","ร้านครัวแม่ศรีเรือน - ลาดพร้าว"
"ChaTraMue","ChaTraMue (ชาตรามือ) - สีลมคอมเพล็กซ์"
"After_You_Dessert_Cafe","After You Dessert Cafe (อาฟเตอร์ยู) - เซ็นทรัลพลาซ่า ปิ่นเกล้า"
"On_The_Table","On The Table (ออน เดอะ เทเบิล) - เซ็นทรัลเฟสติวัล อีสต์วิลล์"
"","อรทัย ซูชิวังหลัง (ORATHAI SUSHI WANG LANG) - ตลาดวังหลัง"
"After_You_Dessert_Cafe","After You Dessert Cafe (อาฟเตอร์ยู) - โรงพยาบาลกรุงเทพ"
"Kobe_Steakhouse","Kobe Steakhouse (โกเบ สเต็กเฮ้าส์) - เพชรบุรี"
"Farmfactory","Farmfactory (ฟาร์มแฟคทอรี่) - สาทรสแควร์"
"","เดอญวณ ก๋วยจั๊บญวน - ถนนงามวงศ์วาน"
"Steak_Lung_Nuad","สเต็กลุงหนวด - ถนนสุขสวัสดิ์"
"","หมูอร่อย นายปิง - ประชาอุทิศ"
"Starbucks","Starbucks (สตาร์บัคส์) - ไอดีโอโมบิ จรัญ อินเตอร์เชนจ์"
"Chabuton","Chabuton (ชาบูตง) - เซ็นทรัลเฟสติวัล อีสต์วิลล์"
"Makai_Acai_Superfood_Bar","Makai Acai & Superfood Bar (มาคาอิ อาซาอิ แอนด์ ซุปเปอร์ฟู๊ด บาร์) - อาคารสีลมคอนเนค"
"Ippudo","Ippudo (อิปปุโดะ) - เซ็นทรัลเวิลด์"
"Starbucks","Starbucks (สตาร์บัคส์) - ไอดีโอ สุขุมวิท"
"Cafe_Amazon","Cafe Amazon (คาเฟ่ อเมซอน) - ปตท. สามแยกพิชัย"
"Katsuya","Katsuya (คัตสึยะ) - เซ็นจูรี่ สุขุมวิท"
"","Wraptor (แรปเตอร์) - ถนนพระรามที่ 6"
"Cafe_Amazon","Cafe Amazon (คาเฟ่ อเมซอน) - ซีคอน บางแค จุด 2"
"","แหนมเนืองคุณอ้อ - โชคชัย 4"
"After_You_Dessert_Cafe","After You Dessert Cafe (อาฟเตอร์ยู) - ซีคอนสแควร์ ศรีนครินทร์"
"PopcornMajorCineplex","Popcorn Major Cineplex (ป๊อปคอร์น เมเจอร์ ซีนีเพล็กซ์) - สยามพารากอน"
"After_You_Dessert_Cafe","After You Dessert Cafe (อาฟเตอร์ยู) - สยามสแควร์วัน"
"ZEN","ZEN Restaurant (เซ็น เรสเตอร์รองท์) - เดอะแจส วังหิน"
"Starbucks","Starbucks (สตาร์บัคส์) - เดอะมอลล์ บางกะปิ ชั้น G"
"Coco_Ichibanya","Coco Ichibanya (โคโค่ อิฉิบันยะ) - แฟชั่นไอส์แลนด์"
"Amor","Amor (อะมอร์) - บีทีเอส ศาลาแดง"
"Cafe_Amazon","Cafe Amazon (คาเฟ่ อเมซอน) - อาคารสยามกิตติ์"
"","ส้มตำฝากมารุม - ทาวน์ อิน ทาวน์"
"","นายแอร์หมูจุ่ม - ถนนกัลปพฤกษ์"
"Katsuya","Katsuya (คัตสึยะ) - เมกาบางนา"
"","แอมเฮือง - ถนนเอกชัย"
"Waraporn_Salapao","วราภรณ์ ซาลาเปา - ท๊อปซุปเปอร์มาเก็ต ม.เกษตร"
"Hokkaido_Baked_Cheese_Tart","Hokkaido Baked Cheese Tart (ฮอกไกโด เบค ชีส ทาร์ต) - ซีคอนสแควร์ ศรีนครินทร์"
"Steak_Lung_Nuad","สเต็กลุงหนวด - ถนนศรีนครินทร์"
"Sushi_Hiro","Sushi Hiro (ซูชิ ฮิโระ) - เดอะช็อปปส์แกรนด์พระราม 9"
"","ก๋วยเตี๋ยวคั่วไก่นายฮ้ง เจ้าเก่า - ลูกหลวง"
"","ป้าปุ๊ ข้าวผัดปู - พุทธมณฑลสาย 2"
"","Gold Curry Bangkok (โกลด์ เคอร์รี่) - สีลม"
"","ก๋วยเตี๋ยวเป็ด 1 โภชนา - อารีย์"
"","ฝ้ายคำ - ถนนบางนา ตราด"
"","กินแซ่บ - สาทร 11"
"","ข้าวออมสิน - ฟอร์จูนทาวน์"
"Joke_Bangkok","โจ๊กบางกอก - ถนนประชาสงเคราะห์"
"","เดอญวณ ก๋วยจั๊บญวน - เมืองเอก"
"Olino_Crepe_Tea","Olino Crepe & Tea (โอลิโนะ เครป แอนด์ ที) - โชว์ ดีซี"
"","ผัดไทยแม่ใหญ่ สิงห์บุรี - อัมรินทร์พลาซ่า"
"","ทองหล่อโภชนา - ทองหล่อ"
"","เฮียโป้ ซีฟู้ด บาย เชฟ จิ๊บ - งามวงศ์วาน"
"ChokdeeDimsum","โชคดีติ่มซำ - ถนนเอกมัย"
"","ฮาวา ก๋วยเตี๋ยวอิสลาม - ถนนรามคำแหง"
"","เกาเหลาเนื้อตุ๋น - ถนนราษฎร์พัฒนา"
"","เฮือนแม่วรณ์ - ถนนพระราม 9"
"Laemcharoen_Seafood","Laemcharoen Seafood (แหลมเจริญซีฟู๊ด) - พาราไดซ์พาร์ค"
"Black_Canyon","Black Canyon (แบล็ค แคนยอน) - โรงพยาบาลสวนดอก"
"","มิ่งมงคล - ซอยนฤบดินทร์"
"","นายกฤษก๋วยเตี๋ยวลูกชิ้นปลาเยาวราช (ลูกชิ้นปลาทำเอง)  - ถนนจรัญสนิทวงศ์"
"","เม้งโภชนา เล็ก - ถนนเจริญกรุง"
"","ขนมเบื้องแม่ประภา ห้าง ต.เง๊กชวน - บางลำพู"
"","สะเลเต สาขา 4 - ถนนรามคำแหง"
"","ก๋วยเตี๋ยวลูกชิ้นปลากฤษณา - สวนรื่น"
"","สุกี้ ก๋วยเตี๋ยวคั่วไก่ นายอ้วน - สะพานเหลือง"
"","คาเฟ ดิโอโร่ (Caffè D´Oro) - ปั๊มเอสโซ่ ลาดพร้าว"
"","ซิ่งแซ่บ อีสานแท้รสแซ่บ - เทอมินอล 21"
"","PonMaree Bakery (พรมารีย์เบเกอรี่) - ถนนพญาไท"
"Farmfactory","Farmfactory (ฟาร์มแฟคทอรี่) - ออลซีซั่นเพลส"
"Sushi_OO","Sushi OO (ซูชิโอ) - เดอะสตรีท รัชดา"
"Kumpoon","คำพูน - เซ็นทรัลเฟสติวัล อีสต์วิลล์"
"AcaiStory","Acai Story (อาซาอิ สตอรี่) - เอ็มไพร์ทาวเวอร์ สาทร"
"","ลิ้มอ่วงซุยขนมจีบซาลาเปา - เจริญกรุง"
"Din_Tai_Fung","Din Tai Fung (ติ่น ไท่ ฟง) - Central Ladprao เซ็นทรัลพลาซา ลาดพร้าว"
"","แป๊ะเถียร เป็ดย่างสูตรฮ่องกง - นวมินทร์"
"","ก๋วยเตี๋ยวลูกชิ้นราชัน - ถนนกรุงธนบุรี"
"","Oppaya (โอปปายา) - ถนนบรมราชชนนี"
"","At 19 Food & Farm (แอท 19 ฟู้ด แอนด์ ฟาร์ม) - ถนนรามอินทรา"
"","Pizza Ornnidda (พิซซ่า อรนิตดา) - ถนนนนทรี"
"","ไก่ย่างวิเชียรบุรีเจ๊แม้ว (เจ้าเก่า) - เลี่ยงเมืองสนามบินน้ำ"
"","ข้าวมันไก่สิงคโปร์ By เฮียเจตน์ (บางใหญ่ซิตี้ ซอย 4) - ถนนบางใหญ่ซิตี้"
"","ก๋วยจั๊บน้ำข้นสามกษัตริย์ - ถนนจ่าบ้าน"
"","CURRY ME (เคอรี่ มี ข้าวแกงกะหรี่ญี่ปุ่น) - ถนนสังคมสังเคราะห์"
"","ข้าวมันไก่ - สาธุประดิษฐ์"
"","Simmer huang (ซิมเมอร์ หวง) - เดอะสตรีท รัชดา"
"","Curry Ousama (เคอรี่ โอซามะ) - อิเซตัน"
"","น้าแอ๊ด 2 - วิภาวดีรังสิต"
"","Peef Juice Bar & Fruit Cafe (พีฟ จูซ บาร์ แอนด์ ฟรุ๊ต คาเฟ่) - ถนนเอกมัย"
"Tokyo_Milk_Cheese_Factory","Tokyo Milk Cheese Factory (โตเกียว มิลค์ ชีส แฟคตอรี่) - สยามพารากอน"
"","เจริญสุขโภชนา (ก๋วยเตี๋ยวเนื้อ) - ถนนประชาสงเคราะห์"
"Yum_Saap","Yum Saap (ยำแซ่บ) - แพลตตินั่ม แฟชั่นมอลล์"
"","ข้าวต้มปลา (ตรอกถั่วงอก) - ถนนพลับพลาไชย"
"","NANTSUTTEI RAMEN (นันซึเท ราเมน) - สยามพารากอน"
"","Uncle & Friends (อังเคิล แอนด์ เฟรนด์) - เสาชิงช้า"
"The_Blooming_Gallery","The Blooming Gallery (เดอะบลูมมิ่ง แกลลอรี่) - เอท ทองหล่อ"
"Ka_nom","Ka nom (ขนม) - เซ็นทรัลพลาซา ลาดพร้าว"
"","เป็ดอิ่มอุ่น - ถนนจันทน์"
"","นัทเตาปูน (เจ้าเก่า) - ถนนประชาชื่น"
"","เจริญรัถเป็ดพะโล้ - ถนนเจริญรัถ"
"Olino_Crepe_Tea","Olino Crepe & Tea (โอลิโนะ เครป แอนด์ ที) - Icon siam"
"","Nami Dessert & Coffee (นามิ ดีเสิร์ท แอนด์ คอฟฟี่) - ถนนพุทธมณฑลสาย 2"
"Audrey_Cafe","Audrey Cafe (ออเดรย์ คาเฟ่) - ทองหล่อ 11"
"","Nexus cafe (เน็กซัลคาเฟ่) - ถนนพุทธมณฑลสาย 1"
"","ก๋วยเตี๋ยวไข่บึ้ม - รามอินทรา"
"","ส. หน้าวัง - ถนนดินสอ"
"","ตำแหลก - นวมินทร์ ซิตี้ อเวนิว"
"","ก๋วยเตี๋ยวสูตรโบราณ - ถนนวิทยุ"
"","น้องแสตมป์ - ถนนหลวง"
"","เก่ง กิ๊ฟ ก๋วยเตี๋ยวบ้านน้อยซอยลึก - ถนนรอบเมืองเชียงใหม่"
"","บ้านต๋อง - พระยาสุเรนทร์ 30"
"","Salroman Chi Mac (แซลรูแมน ชิคแมค) - ถนนสุขุมวิท"
"","ทะเลทอด - ถนนสีลม"
"","Jack & Jill Live (แจ๊ค แอนด์ จิว ไลฟ์) - ถนนเพชรบุรีตัดใหม่"
"","สำรับกับข้าว - ถนนเชียงใหม่ ลำพูน"
"Boon_Tong_Kee","Boon Tong Kee (บุญตงกี่) - สุขุมวิท"
"","ก๋วยเตี๋ยวไข่ต้มยำ - วิภาวดี 16"
"","ร้านลุงกับป้า - เพชรบุรี"
"Yum_Saap","Yum Saap (ยำแซ่บ) - เซ็นทรัลพลาซา พระราม 3"
"","น้ำปั่นเจ้สุ - ถนนเทอดไท"
"","ตำนัวผัวเบื่อ - ถนนพหลโยธิน"
"","ก๋วยเตี๋ยว 1000 เส้น - อารีย์"
"","Cupful coffee (คัพฟูล คอฟฟี่) - พหลโยธิน"
"","Alola Pizza Bistro & Bar (อโลล่า พิซซ่า บิสโตร แอนด์ บาร์) - ถนนลาดพร้าววังหิน"
"Kruasiam","Krua siam (ครัวสยาม) - เพชรบุรี 17"
"Yum_Saap","Yum Saap (ยำแซ่บ) - เดอะมอลล์ บางกะปิ"
"","Let it be Cafe & Eatery (เลทอิทบี คาเฟ่ & เอททารี) - ตลาดแม่ริมพลาซ่า"
"","กระเทียม - วิภาวดีรังสิต 22"
"","The Canton House (เดอะ แคนตัน เฮ้าส์) - เยาวราช"
"Squeeze","Squeeze (สควีซ บาย ทิปโก้) - เดอะไนน์ ทาวเวอร์"
"","BAANBO (บ้านโบ้) - หมู่บ้านบางใหญ่ซิตี้เซ็นเตอร์"
"","ส้มตำนัว - เซ็นทรัล เอ็มบาสซี"
"","หัวปลาหม้อไฟ ครัวพิสดาร - ประชาอุทิศ"
"Pang_Wei_Hei","ปังเว้ยเฮ้ย - พัฒนาการ"
"Took_Lae_Dee","ถูกและดี (Took Lae Dee) - ฟู้ดแลนด์ พัฒน์พงษ์"
"","คันทรี่ อีสาน - ถนนสุทธิสารวินิจฉัย"
"","คอหมูย่างนายครอง (Nai Kong Khor Moo Yang) - รามคำแหง"
"","E San House (อีสานเฮาส์) - หมู่บ้านเปรมฤทัย 3 รามอินทรา"
"FukuMatcha","Fuku Matcha (ฟุกุมัทชะ) - เซ็นทรัล พระราม 3"
"FukuMatcha","Fuku Matcha (ฟุกุมัทชะ) - เทสโก้โลตัส พระรามที่ 1"
"Squeeze","Squeeze (สควีซ บาย ทิปโก้) - โรงพยาบาลสมิติเวช ศรีนครินทร์"
"","ส้มตำผู้ชายขายหอย - ลาดพร้าววังหิน"
"Dakasi","Dakasi (ดาคาซี่) - เซ็นทรัลปิ่นเกล้า"
"Fuji_Japanese_Restaurant","Fuji Japanese Restaurant (ฟูจิ เจแปนนิส เรสเตอร์รอง) - เดอะมอลล์ บางแค"
"Monster_Tea","Monster Tea (มอนสเตอร์ที) - โฮมโปร ราชพฤกษ์"
"Cafe_Amazon","Cafe Amazon (คาเฟ่ อเมซอน) - ถนนงามวงศ์วาน"
"","อีสานสายน้ำโขง (Esan Namkhong) - นาคนิวาส"
"Inthanin_Garden","Inthanin Garden (อินทนิล การ์เด้นท์) - ปั๊มบางจาก ปิ่นเกล้า นครชัยศรี 4"
"","SPAGHETTI FACTORY (สปาเก็ตตี้ แฟคทอรี่) - เซ็นทรัลเวิลด์"
"","ผัดไทย หอยทอด - โชคชัย 4"
"NaiMeng_Noodles","นายเม้งบะหมี่ปู เกี๊ยวกุ้งยักษ์ - สีลม"
"Dakasi","Dakasi (ดาคาซี่) - เดอะมอลล์ท่าพระ"
"","Café Camero (คาเมโล่ คาเฟ่) - เดอะทรี บางบอน"
"Pang_Wei_Hei","ปังเว้ยเฮ้ย - ทองหล่อ"
"Seoulchon","Seoulchon (โซลชอน) - ราชเทวี"
"","สเต็ก คาปาก (Steak Carpark)- เพชรเกษม 94"
"Olino_Crepe_Tea","Olino Crepe & Tea (โอลิโนะ เครป แอนด์ ที) - เซ็นทรัล ปิ่นเกล้า"
"","มงคลชัยข้าวมันไก่ - ถนนสามเสน"
"FukuMatcha","Fuku Matcha (ฟุกุมัทชะ) - เทอมินอล 21"
"Fuji_Japanese_Restaurant","Fuji Japanese Restaurant (ฟูจิ เจแปนนิส เรสเตอร์รอง) - เทสโก้ โลตัส พัฒนาการ"
"Dakasi","Dakasi (ดาคาซี่) - แฟชั่นไอส์แลนด์"
"Fuji_Japanese_Restaurant","Fuji Japanese Restaurant (ฟูจิ เจแปนนิส เรสเตอร์รอง) - เอสพลานาด รัชดา"
"McDonalds","McDonald's (แมคโดนัลด์) - ราชดำเนิน"
"","Cookies by Jeab (คุ้กกี้ บาย เจี๊ยบ) - ถนนรัชดาภิเษก"
"Noodles_and_more","เพลินพุง Noodles & more - เซ็นทรัลพลาซา เวสต์เกต"
"Krua_Mae_Sri_Ruen","ร้านครัวแม่ศรีเรือน - เดอะมอลล์บางกะปิ"
"","เจ้ลีเฮง ข้าวมันไก่ - ถนนกาญจนาภิเษก"
"","Sugar Smile Café (ชูก้า สไมล์ คอฟฟี่) - ถนนเสนานิคม 1"
"","ข้าวมันไก่ตอนไหหลำ (เยาวราช) - ถนนฉลองกรุง"
"FukuMatcha","Fuku Matcha (ฟุกุมัทชะ) - แฟชั่นไอส์แลนด์"
"Hongkong_Noodle","Hongkong Noodle (ฮ่องกงนู้ดเดิ้ล) - ปั๊ม ปตท. สุขาภิบาล 5"
"FukuMatcha","Fuku Matcha (ฟุกุมัทชะ) - เดอะมอลล์บางแค"
"Nobicha","GET CHA - ถนนจันทน์"
"","เฮียบฮั้ว (จิว ลูกชิ้นปลาเยาวราช) - ถนนนครไชยศรี"
"Phra_Nakhon_Noodles","ก๋วยเตี๋ยวเรือพระนคร - อิมพีเรียล สำโรง"
"","เส็งโภชนา - ถนนบางกรวย ไทรน้อย"
"","ก๋วยเตี๋ยวเรืออยุธยา กอไผ่ - สันติธรรม"
"Por_Prateep_Noodles","ก๋วยเตี๋ยวเรืออยุธยา ป.ประทีป - วิภาวดี"
"","ตอต้น - ถนนลาดกระบัง"
"Tum_Lae","ตำแหล - ซีคอนบางแค"
"","ผัดไทยห่อตอง - ถนนเสนานิคม 1"
"","ก๋วยจั๊บเจ๊เช็งตลาดพลู - ตลาดพลู"
"","ขนมบ้าบิ่นแม่บัวผัน By ข่า - สุทธิสาร"
"","ผัดไทศาลาแดง - ศาลาแดง"
"","ราดหน้าเก้ายอด นายลภ - ตลาดบองมาร์เช่"
"","ปูไข่เยิ้ม บาย มิค - รัชดาภิเษก"
"","เหวินหลง ก๋วยเตี๋ยวลูกชิ้นปลา WenLong Noodles - ถนนลาดหญ้า"
"","ส้มตำเจ๊ไก่ (อุดร) - วิคตอรี่คอร์นเนอร์"
"Sainoms","Sainom’s (ใส่นม) - ศรีนครินทร์ 40"
"","Mee Ok (หมี่โอเค) สาขาสามย่าน - ซอยจุฬา 11"
"","ตำสดิ้ง - ถนนรามคำแหง"
"Coffee_World","Coffee World (คอฟฟี่ เวิลด์) - แฟชั่น ไอส์แลนด์ ชั้น 2"
"","เม้งปูดอง เสรีไทย 27 - เสรีไทย"
"","พลกระทะบิน ข้าวต้มรอบดึก - ถนนประเสริฐมนูกิจ"
"","ขนมครกใบเตยแท้ สูตรโบราณ - ถนนจันทน์"
"","สุกี้นายพัน - ถนนวิภาวดีรังสิต"
"","ป๊าดดด...ยำ - แจ้งวัฒนะ"
"Hey_Coffee","Hey Coffee (เฮ้ คอฟฟี่) - โฮมโปรพระราม 9"
"","Chichon (ชิคชอน) - สัมมากรเพลส"
"Coffee_World","Coffee World (คอฟฟี่ เวิลด์) - เซ็นทรัลพลาซา เชียงใหม่ แอร์พอร์ต"
"","ป้าน้องน้ำส้ม - สวนสุขภาพ ม.ช."
"","Salad Khunnai (สลัดคุณนาย) - ถนนสิโรรส"
"","ขนมจีน แม่ลัดดา - ถนนราชดำริ"
"","บะหมี่กัว - หลังสวน"
"Phoenix_Lava","Phoenix Lava (ฟีนิกซ์ ลาวา) - เดอะเซนส์ ปิ่นเกล้า"
"","ข้าวขาหมู หมูแดง หมูกรอบ - ซอยรัชดาภิเษก 5"
"","ขนมจีนป้าพินธุ์ สาขาสันติธรรม - ถนนหัสดีเสวี"
"","ผัดไทยายแถม - ถนนวิสุทธิ์กษัตริย์"
"","Won Korean Restaurant (วอน โคเรียน เรสเทอรองท์) - รัชดาภิเษก"
"","KERK (เคิร์ก) - ถนนนราธิวาสราชนครินทร์"
"","FUMI (ฟูมิ) - สยามพารากอน"
"","TOKYO BLEND COFFEE (โตเกียวเบลนด์คอฟฟี่) - จีแลนด์ทาวเวอร์"
"ZEN","ZEN Restaurant (เซ็น เรสเตอร์รองท์) - อิมแพ็คอารีน่า เมืองทองธานี"
"Cafe_Amazon","Cafe Amazon (คาเฟ่ อเมซอน) - ตลาดยิ่งเจริญสะพานใหม่"
"8_Hachi_Tea","8 Hachi Tea (8 ฮาชิ ที) - บีทีเอส พร้อมพงษ์"
"Olino_Crepe_Tea","Olino Crepe & Tea (โอลิโนะ เครป แอนด์ ที) - เซ็นทรัล พระราม 3"
"","ข้าวต้มปลาสวนรื่น สาขา 2 - ลาดพร้าววังหิน"
"","Tennen Toufu (เท็นเนน โทฟุ) - เซนต์หลุยส์ 3"
"Olino_Crepe_Tea","Olino Crepe & Tea (โอลิโนะ เครป แอนด์ ที) - อิมพีเรียล สำโรง"
"","โอ๊บ โอ๊บ (กบทอดท่ามะกา) - อาร์ซีเอ"
"Ped_Yang_Chao_Sua","เป็ดย่างเจ้าสัว - โกลเด้นเพลส พระราม 9"
"","ช้างน้อยส้มตำ (Changnoi Somtum) - สุขุมวิท23"
"","Brekkie Organic Cafe & Juice Bar (เบร็คกี้ ออร์แกนิค คาเฟ่ แอนด์ จูซ บาร์) - สุขุมวิท"
"","ทับทิมกรอบ แม่ดวงพร - วงเวียนใหญ่"
"","ชุนหมูสะเต๊ะสะพาน 3 - ซอยจันทน์"
"","ตำ..ตำ อินเตอร์ - ลาดพร้าว 26"
"","สามชัย - ป่าแดด"
"Sushi_OO","Sushi OO (ซูชิโอ) - วิคตอเรีย การ์เด้นส์"
"","Ko Kai Hearty Recipes (ขนมบ้านโกไข่) - ปั๊มปตท.แจ้งวัฒนะ"
"","Musashi Sushi Bar (มูซาชิ ซูชิ บาร์) - ถนนสามล้าน"
"","ยินดีข้าวมันไก่ - ถนนบรรทัดทอง"
"","ข้าวต้มปูทอง - ถนนเฉลิมพระเกียรติ ร.9"
"","ขนมกุยช่ายหมู่บ้านเศรษฐกิจ - เซนต์หลุยส์ 3"
"","ครัวอัปสร - เค วิลเลจ"
"","พิซซ่าอาหม่วย - จรัญสนิทวงศ์"
"","Katsuo Izakaya (คัตสึโอะ อิซากายะ) - พระราม 9"
"Khao_Niew_Moo_Hia_Wat","ข้าวเหนียวหมู เฮียวัตร ปังตอทอง - รถไฟฟ้าใต้ดินสถานีลาดพร้าว"
"","กะเพราคุณพ่อ - ถนนอโศกมนตรี"
"ZEN","ZEN Restaurant (เซ็น เรสเตอร์รองท์) - เซ็นทรัลพลาซา บางนา"
"Sizzler","Sizzler (ซิซซ์เล่อร์) - เซ็นทรัลพลาซา ปิ่นเกล้า"
"","ครัวคุณกุ้ง - สโมสรราชนาวี ท่าช้าง"
"Royal_Dragon_Restaurant","ภัตตาคารมังกรหลวง - บางนา"
"Coca_Restaurant","Coca Restaurant (โคคา สุกี้) - สุรวงศ์"
"","Jann Bistro (จัน บิสโทร) - ถนนจันทน์เก่า"
"","ศาลาต้นจันทร์ ขนมจีนน้ำยาปักษ์ใต้ - อรุณอมรินทร์"
"","เฮียท้งรสเด็ด - ถนนชัยภูมิ"
"","ย่าง เส็ง ทั่ง - เดอะ ปอร์ติโก หลังสวน"
"","ก๋วยเตี๋ยวต้มยำนัว - สะพานควาย"
"Khiang_Yaowarat","เคี้ยงเยาวราช - วัดทุ่ง"
"","ครัวผักปลา - ถนนกรุงเทพกรีฑา"
"","101 Coffee (101 คอฟฟี่) - เซ็นทรัลพระราม 3"
"","Torlente Italian Cuisine (ทอเลนเต้ อิตาเลี่ยน คูว์ซีน) - ถนนสีลม"
"Hachiban_Ramen","Hachiban Ramen (ฮะจิบัง ราเมน) - อิมพีเรียลเวิลด์ สำโรง"
"","ก๋วยเตี๋ยวตำลึง นายเพ้ง - บางขุนนนท์"
"","ก๋วยเตี๋ยวเรือหน้าสวน - พาหุรัด"
"","ศิริชัยไก่ย่าง สาขารัชดาภิเษก 37 (วงศ์สว่าง) - ถนนรัชดาภิเษก"
"","CHEESY KING GYOZA (ชีสซี่ คิง เกี๊ยวซ่า) - พรอนันต์เพลส"
"","ก๋วยเตี๋ยวเรืออยุธยา เจ้าเก่า สาขา 2 - ถนนพุทธมณฑลสาย 3"
"Santa_Fe_Steak","Santa Fe' Steak (ซานตา เฟ่ สเต๊ก) - เทสโก้ โลตัส บางปะกอก"
"","เตี๋ยวเหอะ - เจ อารีน่า ราชพฤกษ์"
"Miss_Mamon","MISS MAMON (มิสมาม่อน) - โฮมโปร กัลปพฤกษ์"
"Haagen_Dazs","Häagen Dazs (ฮาเก้นดาส) - อาคารเกษมกิจ"
"","คุณแขก ขนมเบื้องโบราณ สูตรบางลำภู - ตลาด อ.ต.ก จตุจักร"
"","Not Just Another Cup (นอต จัส อะนาเธอะ คัพ) - สาทร"
"Olino_Crepe_Tea","Olino Crepe & Tea (โอลิโนะ เครป แอนด์ ที) - เซ็นทรัลพลาซา แจ้งวัฒนะ"
"Olino_Crepe_Tea","Olino Crepe & Tea (โอลิโนะ เครป แอนด์ ที) - เซ็นจูรี่ สุขุมวิท"
"","Ying’s cafe (หญิง คาเฟ่) - ถนนสรณคมน์"
"Hongmin","Hongmin (ฮองมิน) - เดอะพาซิโอ พาร์ค กาญจนาภิเษก"
"Ajisen_Ramen","Ajisen Ramen (อาจิเซน ราเมน) - อาคารสยามกิตติ์"
"","Thuyen (เถวี่ยน) - ถนนสุขุมวิท 71"
"Mister_Donut","Mister Donut (มิสเตอร์ โดนัท) - แฟชั่นไอส์แลนด์"
"","ลูกชิ้นปลาโบราณ - ถนนนครอินทร์"
"","Lhongkao Kitchen (ครัวหลองข้าว) - ถนนโชตนา"
"","FAT.P the fat kids'eatery (แฟ็ตพี เดอะแฟ็ต คิทส์ อีทเทอรี่) - ถนนนราธิวาสราชนครินทร์"
"","Shoyu Sushi & Izakaya (โซยุซูชิ แอนด์ อิซากายา) - แอมพาร์ค จุฬาฯ"
"","Siam India (สยาม อินเดีย) - เอเชียทีค"
"","ข้าวแกงกะหรี่หมู ข้าวสตูลิ้นหมู - ถนนกรุงเกษม"
"","ข้าวเหนียวมะม่วงสุภาพร - ปากคลองตลาดใหม่"
"","ป้าจันทร์ก๋วยเตี๋ยวปลา - นาคนิวาส"
"","ผัดไทยอาซิ้ม Pad thai Ar-Simp - ถนนบรรทัดทอง"
"GODIVA","GODIVA (โกดิวา) - เซ็นทรัลพลาซา ลาดพร้าว"
"FukuMatcha","Fuku Matcha (ฟุกุมัทชะ) - เดอะมอลล์ท่าพระ"
"FukuMatcha","Fuku Matcha (ฟุกุมัทชะ) - เซ็นทรัลลาดพร้าว"
"Starbucks","Starbucks (สตาร์บัคส์) - เกตเวย์ บางซื่อ"
"","คาเฟปอง (Ka Fe Pon) - ถนนกาญจนาภิเษก"
