"chain_number","name"
"","Bánh Canh Cua Hai Dậu"
"","Quán 48 - Bún Riêu & Canh Bún"
"BanhCuonHongHanh","Bánh Cuốn Hồng Hạnh - Nguyễn Thị Minh Khai"
"","The Night Coffee"
"","Chè Dừa Thái Lan - 351 Nguyễn Trãi"
"PhucLongCoffeeTeaHouse","Phúc Long Coffee & Tea House - Phạm Hồng Thái"
"","Sinh Tố Hồng Quyên"
"Guta","Guta - Hiệp Nhất"
"","Bún Đậu Mắm Tôm Hà Nội"
"","Trư Ký Hotpot - Lẩu Cho Người Nghiện Lẩu"
"Highlands","Highlands Coffee - Phổ Quang"
"","Bún Riêu Cua Ốc Chợ Võ Văn Tần"
"","Xôi Lá Chuối - Trần Hưng Đạo"
"","Nossa Steakhouse"
"","Liến Húa - Trần Quốc Toản"
"","Bún Riêu Cua Biển - Nguyễn Thái Bình"
"BriteaEnglishTeaHouse","Britea - English Tea House - Nguyễn Tri Phương"
"","Chè Tự Chọn"
"","Mực 280 - Mực Một Nắng"
"","Bún Mọc - Bún Bò Huế Hùng Mập"
"","Cơm Gà Giòn Bobby"
"Pho24","Phở 24 - Nguyễn Tri Phương"
"","Chè 259"
"BanhMiPho","Bánh Mì Phố - Hàng Mã"
"","Sasin - Mỳ Cay 7 Cấp Độ Hàn Quốc - Bình Tân"
"ThePizzaCompany","The Pizza Company - Phạm Hùng"
"","Bánh Trứng Gà Non Hồng Kông Take Away"
"","Quán Cơm A Dũng"
"HotColdTraSuaXienQue","Hot & Cold Trà Sữa & Xiên Que - Đường số 7"
"","Bún Mắm Cô Ba"
"BunDauMamTomAChanh","Bún Đậu Mắm Tôm A Chảnh - Tôn Đản"
"","Bún Riêu Yến"
"","Vịt Quay & Heo Quay Đắc Hòa"
"","Cháo Sườn Bà Hào"
"ThucCoffee","Thức Coffee - Lý Tự Trọng"
"","Bún Mọc Ròm Mập - Võ Văn Tần"
"","Cháo Ếch Singapore - Cơm Niêu Bình Phú"
"","Phá Lấu Lì - Sương Nguyệt Ánh"
"","Phở Thìn - Đinh Tiên Hoàng"
"","Chay Halo"
"","Gà Ta Tam Kỳ - Đường 85"
"Bobapop","Bobapop - Nguyễn Văn Nghi"
"","Kiot Hà Nội"
"ToCoToCo","ToCoToCo - Nguyễn Oanh"
"ComTamCali","Cơm Tấm Cali - Nguyễn Huệ"
"Caztus","Caztus - Võ Thị Sáu"
"HiTea","Hi Tea - Trần Hưng Đạo"
"","Cơm Gà Hồng Thắng"
"","Cơm Gà Và Cháo Gà Ta Thùy Trang"
"TauHuCoc","Tàu Hủ Cóc"
"","Cơm Tấm Nguyễn Văn Cừ"
"","Phở Gà Phố Cổ Quốc Hương"
"","Bún Bò Huế O Linh"
"","Bún Chả Ánh Hồng"
"","Bánh Tráng Cuốn Trộn Biển Vương"
"","Milk Tea Flan Tea"
"TauHuXeLam","Tàu Hũ Xe Lam - Trường Sơn"
"ComTamCali","Cơm Tấm Cali - Lê Thánh Tôn"
"","Cơm Gà Xối Mỡ Cẩm Tú"
"","Bằng Linh Quán, Bánh Mì, Nước Ép Hoa Quả & Chè - Trần Duy Hưng"
"TraSuaComebuy","Trà Sữa Comebuy - Phan Xích Long"
"","Cơm Gà Xối Mỡ Huỳnh Ký"
"","Quán Cơm A Hùng"
"TrungNguyenLegend","Trung Nguyên Legend - 683 3 Tháng 2"
"","Cosy Tea & Coffee"
"","Hùng Thái - Bún Chả Hàng Mành - B1 Thành Công"
"","Tú Xèo - Đội Cấn"
"","Chè Ngon 73"
"","Quán Ăn Út Hương"
"","Kem Xôi Trà Sữa Thằng Bờm"
"","Cơm Gà Xối Mỡ Sáng Ký"
"","Cháo Lòng Chị Thanh"
"","Khô Gà Lá Chanh Mai Vân"
"","Vua Bánh Mì - Ung Văn Khiêm"
"","Cháo Dinh Dưỡng Việt Soup [Take Away]"
"SaSinMiCay7CapDoHanQuoc","Sasin - Mỳ Cay 7 Cấp Độ Hàn Quốc - Sư Vạn Hạnh"
"","Quán Cơm Bình Thuận"
"Popeyes","Popeyes - Lê Văn Khương"
"Bobapop","Bobapop - Bàu Cát"
"","Little Bodhi Tree Saigon"
"","Fugashin Coffee"
"","Hoa Trần Quán - Bánh Canh, Xôi Xiêm Châu Đốc"
"TheBlackTea","The Black Tea - Vườn Chuối"
"","Mì Gà Tiềm Ngũ Vị Thịnh Phát"
"","Bánh Mì Pate - Hương Vị Pleiku - Hoa Lan"
"","Bánh Cuốn & Bún Chả Hiền Lành"
"ChaoTrangChaoDauHP","Cháo Trắng & Cháo Đậu HP - 16 Hoàng Minh Đạo"
"ThucCoffee","Thức Coffee - Nguyễn Oanh"
"KOIThe","KOI Thé - Cao Thắng"
"BunDauHomemade","Bún Đậu Homemade - Hoa Lan"
"Guta","Guta - Nguyễn Trọng Tuyển"
"","Namaste India - Ẩm Thực Ấn Độ"
"TrungNguyenECoffee","Trung Nguyên E - Coffee - Nguyễn Duy Dương"
"","Quán Cơm Gà Hải Nam - Trần Hưng Đạo"
"TrungNguyenLegend","Trung Nguyên Legend - 12 Alexander De Rhodes"
"","Bánh Flan Dì Chi"
"Bobapop","Bobapop - 245 Nguyễn Trãi"
"","Ăn Vặt Sài Thành"
"","Quê Homemade"
"","Chè Thái Lan 280"
"Pho24","Phở 24 - Lý Tự Trọng"
"HotColdTraSuaXienQue","Hot & Cold Trà Sữa & Xiên Que - Trần Não"
"","Cơm Gà Xối Mỡ A Đạt"
"","Mai Oanh Bồ Câu, Lươn Nghệ An - Tô Hiệu"
"Highlands","Highlands Coffee - Nhà Hát Thành Phố"
"BunDauHomemade","Bún Đậu Homemade - Ngô Gia Tự"
"","Quán Cơm Tấm Cóc"
"","Hạt Dẻ Sài Gòn - Nguyễn Thị Minh Khai"
"","Trà Chanh - Đào Duy Từ"
"","Cuti House"
"","Quẩy Nóng - Hải Quẩy Bách Khoa"
"","Quán Cơm Chay Thiên Nhiên"
"","Cháo Ếch Singapore - 218 Nguyễn Tri Phương"
"","Cơm Chay Việt - Phổ Quang"
"","Nem Nướng Nha Trang Cô Điệp"
"BunDauMamTomTienHai","Bún Đậu Mắm Tôm Tiến Hải - Nguyễn Sơn"
"ParisGateaux","Paris Gâteaux - 1A Hai Bà Trưng"
"","Cơm Gà Lực Ký"
"","Hồng Chuyên Sinh Tố Và Trà Sữa Xiên Que"
"","Cháo Vịt A Phát - Bùi Đình Túy"
"","Quán Trà My"
"","Bánh Mì Mỹ Lan 3"
"","Gà Không Lối Thoát Online - Mỹ Đình"
"","Hủ Tiếu Mực Ngũ Gia"
"","Cơm Hiền Long"
"","Cơm Chay Pháp Hoa"
"","Chuối Nướng Chú Hai"
"PapasChicken","Papa's Chicken - Thống Nhất"
"PizzaInn","Pizza Inn - Huỳnh Mẫn Đạt"
"BunBoHueOXuan","Bún Bò Huế O Xuân - Quang Trung"
"","Tiệm Chay Tường Viên"
"ThePizzaCompany","The Pizza Company - Nguyễn Sơn"
"","Thịt Xiên Cường Trà - Hàng Buồm (Online)"
"Guta","Guta - Nguyễn Kiệm"
"","Mì Gia Tân Tòng Lợi"
"","Cocogo - 10 Chè"
"","Hủ Tiếu Sa Đéc Nguyễn Thiện Thuật [Take Away]"
"Bobapop","Bobapop - Lê Văn Việt"
"","Cơm Ma Vũng Tàu"
"","Hội Quán Quảng Đà"
"","DimSum House"
"Bobapop","Bobapop - Nguyễn Trãi"
"Bobapop","Bobapop - Phan Văn Trị"
"","Gà Ác, Óc Heo Tiềm Thuốc Bắc, Gỏi Cuốn & Hột Vịt Lộn - Mạnh Anh - Ni Sư Huỳnh Liên"
"","Cháo Lòng Miền Tây"
"HotColdTraSuaXienQue","Hot & Cold Trà Sữa & Xiên Que - Phạm Hùng"
"","Bún Thịt Nướng Tứ Sơn"
"BanhBaoTuoiNgocLienChau","Bánh Bao Tươi Ngọc Liên Châu - Hậu Giang"
"","Bánh Tráng Nướng C002"
"","Bún Chả Cá Tam Giác"
"","Thành Biển - Bánh Đa Bề Bề - 251 Thụy Khuê"
"ThePizzaCompany","The Pizza Company - Nguyễn Thái Học"
"BanhMi362","Bánh Mì 362 - Thảo Điền"
"","Xôi Gà Xá Xíu Nhật Anh Take Away"
"","Cháo Mực Phó Đức Chính"
"","Ăn Vặt Như Quỳnh"
"","Bánh Canh Cua Và Súp Cua Dung"
"","Camry Quán - Mì Cay - Kem Dừa & Các Món Ăn Vặt"
"Bobapop","Bobapop - Lũy Bán Bích"
"","Bột Chiên Đạt Thành"
"","Quán Cô Hai - Bún Riêu - Canh Bún"
"","Nhà Hàng Dê Núi 269 - Kim Mã"
"BamiBreadBanhMiHoiAn","Bami Bread - Bánh Mì Hội An - Hàng Bạc"
"","Ẩm Thực Bà Ba Khéo"
"","Tú Anh - Bánh Xèo & Nem Lụi"
"","Sữa Chua Dẻo - Bạch Mai"
"","Bún Bò Yến Hương Giang"
"","Gà Ác Tiềm - Cháo Đậu Xanh"
"","Kem Trà Huyền Linh - Ao Sen"
"KingDakgalbi","King Dakgalbi - Gà Xào Phô Mai - Nguyễn Khang"
"","Passion Coffeee - Korean Food"
"","Kem Cuộn 97 - Sinh Tố & Ăn Vặt"
"","Fastfood Chay Đại Từ"
"BamiBreadBanhMiHoiAn","Bami Bread - Bánh Mì Hội An - Trần Đăng Ninh"
"Bobapop","Bobapop - Phạm Hùng"
"","Trái Cây Tô Ngon Nhất Quả Đất"
"","Cơm Gà Tam Kỳ Hồng Nga"
"","Bánh Mì Lãn Ông - Kim Mã"
"","Mì Cay Seoul"
"Bobapop","Bobapop - Trần Hưng Đạo"
"Pho24","Phở 24 - Sky Garden"
"ChaoDinhDuongNgonMeLy","Cháo Dinh Dưỡng Ngon Mê Ly - Phan Huy Ích"
"","Quán Ốc Những Người Bạn"
"","Chè Làng"
"","Lẩu Bò Thiên Kim"
"","Nước Mát Bảo Trân"
"","Mẹ Ong Nghĩa Tân"
"","Cháo Vịt Thanh Đa Thu Nga"
"","Chè Trang"
"","Quán Toàn Béo"
"","Nem Chua Nướng Thanh Xuân Bắc"
"","Nhà Hàng New York Bar"
"ChaoBaoChau","Cháo Bảo Châu - Khương Trung"
"","Sữa Ngô Tươi Khánh Bảo - Kim Mã"
"Banhtrangdihong","Bánh Tráng Cuốn Trộn Dì Hồng - Đường Số 11"
"","Quán Ngon 138"
"Bobapop","Bobapop - Phan Xích Long"
"MiQuangMySon","Mì Quảng Mỹ Sơn - Đinh Tiên Hoàng"
"","Sữa Bò Tươi 312 Phạm Văn Hai"
"ThaiMarket","Thai Market - Lê Hồng Phong"
"BanhMi362","Bánh Mì 362 - Trần Cao Vân"
"TrungNguyenECoffee","Trung Nguyên E - Coffee - Linh Đông"
"","Mì Vịt Tiềm 93"
"","Cơm Tấm Kiều Giang - Quận 2"
"PizzaInn","Pizza Inn - Đinh Tiên Hoàng"
"Bobapop","Bobapop - Sư Vạn Hạnh"
"Guta","Guta - 538 Cách Mạng Tháng 8"
"","Hủ Tiếu Hồng Phát"
"","Vịt Quay Trần Quang Ký - Âu Cơ"
"","Trà Sữa Bòn Bon"
"PhucLongCoffeeTeaHouse","Phúc Long Coffee & Tea House - Trần Hưng Đạo"
"","Aro Coffee"
"","Bún Bò Huế Thiên Kim"
"ToCoToCo","ToCoToCo - Sư Vạn Hạnh"
"VuaTaoPho","Vua Tào Phớ - Đào Tấn"
"BreadyBanhMiTuoi","Bready Bánh Mì Tươi - Kỳ Đồng"
"","Bắp Bò - Hòa"
"","Tokyo Ramen"
"","Mỳ Cay Kochu"
"","Tik Tak - Trà Sữa & Mì Cay"
"","Sinh Tố Ba Chấm"
"","Kingscross Phú Mỹ Hưng"
"","Ốc Quỳnh"
"TexasChicken","Texas Chicken - Quang Trung"
"ThePizzaCompany","The Pizza Company - Bà Hom"
"","Cơm Gà Hong Kong - Lẩu & Dimsum - Nam Kỳ Khởi Nghĩa"
"","Yuki Sushi - Phan Xích Long"
"ShareTea","ShareTea - Nguyễn Huệ"
"","Ăn Vặt Cá Viên Chiên 176"
"","Sushi Men"
"","Bookworm Coffee"
"","Cơm Nhà 3 Chị Em"
"","Hoa Quả Dầm Nhung Khoát"
"","Chocoko - Socola Tươi - TTTM Oriental Plaza"
"","Tào Phớ Nè - Lương Định Của"
"","Chè Thanh - Vĩnh Hồ"
"CheeseCoffee","Cheese Coffee - Thành Thái"
"","Nước Mía Khổng Lồ - 81 Nguyễn An Ninh"
"","Sữa Chua Trân Châu JOY Yogurts & Snack - Cô Giang"
"","Bột Chiên Và Ăn Vặt - Đường 17"
"Quancongamai","Quán Con Gà Mái - Cơm Gà Phú Yên - Quang Trung"
"","Trà Sữa Nhà Làm 1 Lít"
"","Bún Mắm Miền Tây Hai Lúa"
"","Cơm Gà Hồng Xương"
"ComTamNho","Cơm Tấm Nhớ - Cộng Hòa"
"","Rico Taco - Mexican Restaurant"
"KOIThe","KOI Thé - Khu Dân Cư City Land Phan Văn Trị"
"","Sushi M&H - Nguyễn Văn Cừ"
"","Ép Bưởi 179"
"","Chè Hoa - 15 Trần Cao Vân"
"","Bếp Trưởng - Bún Riêu Cua & Bánh Khọt Vũng Tàu"
"","Quán A Hiếu - Cơm Tấm , Bún Thịt Nướng"
"","Bánh Mì Hà Nội - Nguyễn Thiện Thuật"
"HottoTakoyaki","Hotto Takoyaki"
"EffocCoffee","Effoc Coffee - Nguyễn Hữu Cảnh"
"DingTea","Ding Tea - Cộng Hòa"
"","Bếp Chay Phạm Hồng Phước - Trường Sa"
"","Maxi Burger - Đại Cồ Việt"
"","Sủi Cảo Thiên Thiên - 195 Hà Tôn Quyền"
"MiYMadamLans","Mì Ý Madam Lan's"
"","Vịt Quay Trần Quang Ký - Lũy Bán Bích"
"ChaoTrangChaoDauHP","Cháo Trắng & Cháo Đậu HP - Phạm Viết Chánh"
"","Bánh Mì Chả Cá Nóng Bùi Thị Xuân CN 1"
"TexasChicken","Texas Chicken - Sư Vạn Hạnh"
"TrungNguyenLegend","Trung Nguyên Legend - 272 Xô Viết Nghệ Tĩnh"
"CelaHealthyFastfood","Cela Healthy Fastfood - Nhà Chung"
"","Ulsan Korean Food"
"","Bánh Canh Cua Trần Khắc Chân"
"Highlands","Highlands Coffee - Landmark 81"
"BepBaNgoc","Bếp Bà Ngọc - Đường 30/4"
"","JNGON – Cơm Gà Chiên Giòn"
"","Cơm Tấm Trâm - Đống Đa"
"","Chè Ngon Vy Vy"
"","Chân Gà Rang Muối Thanh Thảo"
"ComTamPhucLocTho","Cơm Tấm Phúc Lộc Thọ - Đỗ Xuân Hợp"
"","Sương Sáo Sữa"
"","Phố Ốc"
"","The Happy Tea"
"CongCaPhe","Cộng Cà Phê - Trường Sa"
"","Bún Đậu Thủy Mộc - Tân Vĩnh"
"","Juliet's Garden Coffee And Dining"
"Crepesbox","Crepesbox - Hương Viên"
"","Lương Tâm Quán"
"FeelingTea","Feeling Tea - Ngọc Lâm"
"SupCuaGhien","Súp Cua Ghiền"
"PhucLongCoffeeTeaHouse","Phúc Long Coffee & Tea House - Sky Garden"
"","Bánh Năm - Bánh Mì & Coffee"
"","Súp Cua Xuân Lan"
"Bunbocoanh","Bún Bò Cô Ánh - Trần Huy Liệu"
"","Sweet Honey Dessert"
"ChanGaSaotMeSu","Chân Gà Sả Ớt Mẹ Su - Bùi Xương Trạch"
"","Bún Thịt Nướng Hương Việt"
"GaNuongOOO","Gà Nướng Ò Ó O - Bình Phú"
"","Bún Thịt Nướng & Bánh Xèo Tùng Hương"
"GaNuongOOO","Gà Nướng Ò Ó O - Tô Vĩnh Diện"
"TaiYangKingCastella","Tai Yang King Castella - Phan Xích Long"
"","RoyalTea - Rivera Park Saigon"
"","Bún Đậu H-Famil - Man Thiện"
"MrGoodTea","Mr. Good Tea - Nguyễn Chánh"
"ThePizzaCompany","The Pizza Company - Đoàn Trần Nghiệp"
"TheAlley","The Alley - Nguyễn Hữu Huân"
"TheAlley","The Alley - Thái Hà"
"","Mechanic - Juice And Coffee"
"FeelingTea","Feeling Tea - Hai Bà Trưng"
"FeelingTea","Feeling Tea - Nguyễn Văn Cừ"
"FeelingTea","Feeling Tea - Khương Hạ"
"FeelingTea","Feeling Tea - Chùa Láng"
"FeelingTea","Feeling Tea - Quang Trung"
"NangNemNuongNhaTrang","Nắng - Nem Nướng Nha Trang"
"","Quán Cơm Gà Hải Nam"
"TheAlley","The Alley - Hoàng Diệu"
"","Chảo Cười Restaurant - Nam Đồng"
"TheAlley","The Alley - D2"
"","Kem Bơ Cô Cúc"
"","Cơm Gà Bà Hiệp - Shop Online"
"TheAlley","The Alley - Khúc Thừa Dụ"
"TheAlley","The Alley - 243 Lê Đại Hành"
"","RoyalTea - 203 Hoàng Văn Thái"
"","RoyalTea - 146 Kim Giang"
"FeelingTea","Feeling Tea - Ngọc Hồi"
"FeelingTea","Feeling Tea - Trần Đại Nghĩa"
"FeelingTea","Feeling Tea - Cửa Nam"
"FeelingTea","Feeling Tea - Yên Lãng"
"ToCoToCo","ToCoToCo - Nguyễn Thái Sơn"
"","Dừa Dầm Sha-Lôm Chính Gốc Hải Phòng - Đình Thôn"
"","Thực phẩm Sạch An Phước Thái"
"BeefsteakTiTi","Beefsteak TiTi - Cao Thắng"
"MorningCheDacSanViet","Morning Chè Đặc Sản Việt - Trường Sa"
"","241 Sinh Tố - Ăn Vặt"
"","Nhà hàng Ấn Độ Ganesh - Indian Restaurant"
"","RoyalTea - Khánh Hội"
"","Cơm Ba Ngon"
"","Bánh Mì Ngon Bà Huyên"
"","Bánh Canh Ghẹ 102"
"","Pizza Pomodoro"
"","Bánh Xèo Tôm Nhảy Năm Hiền"
"","Đà Nẵng Cơm Chay 2"
"KatinatSaiGon","Katinat Sài Gòn - Đồng Khởi"
"","Bánh Xèo Rau Rừng Trung Sơn - Đường Số 8"
"AmThucGanhBunDauMamTom","Ẩm Thực Gánh - Bún Đậu Mắm Tôm - Phan Đăng Lưu"
"","Trai Đẹp Bán Cút"
"","Hương Quán - Hủ Tíu Nam Vang"
"","Gimbab Hàn Quốc - Trần Đại Nghĩa"
"","Kebab Torki - Phạm Cự Lượng"
"","Quán Cá Viên Chiên Ba Cu"
"","Trân Châu Đường Đen 1992"
"PizzaHoaY","Pizza Hoa Ý - Thành Công"
"","Mì Quảng Bà Mua - Đặng Dung"
"GongCha","Gong Cha - Hoàng Hoa Thám"
"GongCha","Gong Cha - 175 Tôn Dật Tiên"
"Bobapop","Bobapop - Lê Đại Hành"
"Highlands","Highlands Coffee - 104 Phổ Quang"
"","Gà Tươi Mạnh Hoạch - Ngọc Lâm"
"","Tào Phớ Loki House - Tôn Thất Tùng"
"","Quán Quen - Chuyên Đồ Trộn"
"ConSoiSuaTuoiTranChauDuongDen","Con Sói - Sữa Tươi Trân Châu Đường Đen - Nguyễn Đình Chiểu"
"","Lẩu Riêu Cua Đồng Chị Em Cám"
"","Phở Hoàn Kiếm"
"","Pizza Ông Tây - Lê Văn Lương"
"","Quán ngon 28"
"TraSuaYiFang","YiFang Tea - Phạm Ngọc Thạch"
"Bobapop","Bobapop - Lạc Trung"
"Bobapop","Bobapop - Nguyễn Văn Thoại"
"Highlands","Highlands Coffee - Lê Thánh Tôn"
"Highlands","Highlands Coffee - Chelsea Ha Noi"
"Highlands","Highlands Coffee - Trần Nguyên Đán"
"Highlands","Highlands Coffee - Lê Duẩn"
"","TocoToco - Thái Hà"
"TraSuaYiFang","YiFang Tea - Thanh Niên"
"GongCha","Gong Cha - 70 Nguyễn Đình Chiểu"
"TrungNguyenECoffee","Trung Nguyên E - Coffee - Cô Giang"
"","TocoToco - Nguyễn Thái Bình"
"","Hương Juice - Nước ép Hàng Lược"
"Highlands","Highlands Coffee - Đại Lộ Bình Dương"
"","Ăn Vặt Takoyaki - Phan Văn Trị"
"Pho24","Phở 24 - Grand View"
"Swensens","Swensen's - TTTM Vincom Mega Mall Thảo Điền"
"","Sinh Tố & Nước Ép Trái Cây -  1000 Trường Sa"
"Bobapop","Bobapop - Huỳnh Tấn Phát"
"","Bún Thịt Nướng Anh Ba"
"TrungNguyenLegend","Trung Nguyên Legend - 184 Lê Đại Hành"
"","Quán Chay 577 - Khai Tâm"
"Bobapop","Bobapop - Cách Mạng Tháng Tám"
"Tunglamnature","Tunglamnature - Keangnam Landmark"
"","Gà Ác Tam Nông"
"","Bún Bò Huế Như Ý"
"SaSinMiCay7CapDoHanQuoc","SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Nguyễn Thị Định"
"","Cơm Tấm Năm Thanh"
"","Vịt Quay Tiêu Xanh Hong Kong"
"","RoyalTea Vietnam By Hong Kong - Tân Quý"
"","Mì Vịt Tiềm Thuận Hiếu - Hoàng Diệu"
"","Bún Mọc Thanh Mai - Chợ Bến Thành"
"BunThitNuongKieuBao","Bún Thịt Nướng Kiều Bảo - Đề Thám"
"","Món Ngon Sài Thành - Dã Tượng"
"","Hủ Tiếu Nam Vang Hoàng"
"","Wok N’ Roll"
"","Golden Cook - Beefsteak Only"
"Passio","Passion Coffee"
"","Quán Ăn Bảo Anh"
"","Cơm Gà Hà - Ngô Gia Tự"
"Highlands","Highlands Coffee - Vincom Maximark Cộng Hòa"
"","Hamburger Kid Tea & Coffee"
"","Nem Nướng - Bún Thịt Nướng Má Phượng"
"","Sinh Tố Five Boys - Bùi Viện"
"","Bánh Đa - Bún Cá Rô Đồng"
"Highlands","Highlands Coffee - Co.op Mart Bình Dương"
"","Bún Bò Huế Hạnh"
"","Apple Coffee"
"BMQ","Bánh Mì Que Pháp BMQ - Cộng Hòa"
"BMQ","Bánh Mì Que Pháp BMQ - Bắc Thành Công"
"BMQ","Bánh Mì Que Pháp BMQ - Siêu Thị Co.op Mart Phan Văn Trị"
"BMQ","Bánh Mì Que Pháp BMQ - Nghĩa Tân"
"","RoyalTea - Láng Hạ"
"","Hủ Tiếu Sa Đéc - Nguyễn Tiểu La"
"Sukiya","Sukiya - Kênh Tân Hóa"
"Bobapop","Bobapop - Quang Trung"
"","Bánh Xèo 46A Đinh Công Tráng"
"","Quán Lệ - Cơm Sườn Nướng & Gà Nướng"
"","Canh Bún Mẹ Tôi"
"","Mì Quảng Thanh Dũng"
"","Mỳ Vằn Thắn Phương Béo"
"HotColdTraSuaXienQue","Hot & Cold Trà Sữa & Xiên Que - Quang Trung"
"","Súp Cua Thùy"
"BanhMiChimChay","Bánh Mì Chim Chạy - Nguyễn Thái Bình - Take Away"
"KOIThe","KOI Thé - TTTM SC Vivo City"
"ComGaDongNguyen","Cơm Gà Đông Nguyên"
"","Sáu Bột Chiên - Tên Lửa"
"","CHUỐI Coffee - Độc, Lạ, Sinh tố & Nước ép."
"","Cháo Hàu Tiên Sơn"
"","Bánh Tráng Ngọc Đức"
"","Lagom Yogurt & Coffee"
"Highlands","Highlands Coffee - Trần Quang Khải"
"","Cháo Khuya 0h00"
"","Vip Coffee - 123A Nguyễn Văn Hới"
"PapasChicken","Papa's Chicken - Trường Sa"
"","Quán Chay Thanh Ái"
"","Bún Cá Bún Ốc Bún Chả Cơm Xưa"
"BoLeRo","Bò-Lế-Rồ - Cao Thắng"
"TraSuaComebuy","Trà Sữa Comebuy - Hồ Tùng Mậu"
"","Cơm Chay Phước Duyên"
"","Milan Tea"
"","Gà Tần Đại Bình"
"BanhMi362","Bánh Mì 362 - Đinh Tiên Hoàng"
"Highlands","Highlands Coffee - Nguyễn Đình Chiểu"
"","183 Station - The Drink House"
"HotColdTraSuaXienQue","Hot & Cold Trà Sữa & Xiên Que - Hà Huy Giáp"
"","Vietnam Ngon Ngon - Trần Đình Xu"
"BMQ","Bánh Mì Que Pháp BMQ - Lê Văn Lương"
"BMQ","Bánh Mì Que Pháp BMQ - Nguyên Hồng"
"","RoyalTea - Trương Định"
"","TocoToco - Tây Sơn"
"ToCoToCo","ToCoToCo - Lê Đại Hành"
"","Royaltea - Phổ Quang"
"","RoyalTea - 31 Hồ Đắc Di"
"","Yến Chưng Ngọc Hoàng Yến ( Yen Chung Ngoc Hoang Yen)"
"","Cơm Trưa Văn Phòng LongKeeng"
"","Bánh Canh Ghẹ - Cầu Bông"
"","Súp Cua Hạnh - Sư Vạn Hạnh"
"","Đặc Sản Quảng Ngãi"
"","Bò Lá Lốt Mai Hoa"
"","Bún Bò Gánh - Lý Chính Thắng"
"","Bún Mắm ABC"
"","Cơm Tấm Mộc - Phan Thanh"
"HaagenDazs","Haagen Dazs - Lê Thánh Tôn"
"","Trà sữa Quân"
"","Ốc Nhớ Sài Gòn - Trịnh Đình Trọng"
"","Bún Thịt Nướng Ngọc Lan"
"","Cháo Ếch Singapore - Phố Huế"
"","Nhà Hàng Hoa Việt"
"","Chè Bưởi Cẩm Tú"
"","Hancook Korean Fast food - Đường Ba Tháng Hai"
"","Hoa Quả Dầm Billgates - Hàm Long"
"","Chè Quán - Tây Sơn"
"Highlands","Highlands Coffee - Fideco Tower"
"","Sữa Chua Uống Ahihi"
"ThePizzaCompany","The Pizza Company - Lê Đại Hành"
"Highlands","Highlands Coffee - TTTM Vincom Xuân Khánh"
"","Xúc Xích Đức Anh Ba Tây"
"HotColdTraSuaXienQue","Hot & Cold Trà Sữa & Xiên Que - Lê Bình"
"","Bún Chả Hồ Gươm - Võ Văn Tần"
"Nguyensonbakery","Nguyễn Sơn Bakery - Cửa Bắc"
"","Hủ Tiếu Mì Sườn Tùng Hưng"
"","Phở Anh - Kỳ Đồng"
"","Hủ Tiếu Bún Xào Chay Sa Đéc"
"","Cơm Chiên An Tâm"
"","Mr.Lì Steak & Pasta"
"","Nhà Dâu Tây - Cơm Cháy Khô Gà Online - Nguyễn Ngọc Nại"
"","Dessert Bar Star Kitchen - Thái Văn Lung"
"BamiBreadBanhMiHoiAn","Bami Bread - Bánh Mì Hội An - Tố Hữu"
"CuonVaCham","Cuốn Và Chấm - TTTM Pico Tân Bình"
"MiQuang3AnhEm","Mì Quảng 3 Anh Em - Nguyễn Duy Trinh"
"NemNuongMrNEM","Nem Nướng Mr.NEM - Hồ Đắc Di"
"MiQuangBaAnhEm","Mì Quảng Ba Anh Em - Pasteur"
"","Chè Sầu Liên - Xã Đàn"
"SoyaGarden","Soya Garden - Nguyễn Thị Định"
"Tealive","Tealive - BigC Phú Thạnh"
"TaiYangKingCastella","Tai Yang King Castella - Hồ Tùng Mậu"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Nguyễn Thị Thập"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Thái Phiên"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Huỳnh Thúc Kháng"
"BanhCuonGiaAn","Bánh Cuốn Gia An - P2 Park Hill"
"SanFuLouNhaHangQuangDong","San Fu Lou - Nhà Hàng Quảng Đông - TTTM Crescent Mall"
"","Trà Sữa First Kiss"
"","Trà Sữa Mộc - Thái Phiên"
"","Chay Bà Liên Shop Online"
"","Bún Mắm Ngọc"
"","Song Kim Shop - Mứt, Đặc Sản Vùng Miền - Hùng Vương"
"","Cháo Tiều Cô Phương"
"","Đế Pizza Nghĩa - Nguyễn Phong Sắc"
"","Cơm Tấm Tư Mập - Thụy Khuê"
"","Chè Sầu Liên Hàn Thuyên (33 Hàn Thuyên cũ chuyển sang 37 Lò Đúc)"
"NemNuongNhaTrangCoLe","Nem Nướng Nha Trang Cô Lê - Xuân Thủy"
"","Đồ Ăn Việt Hàn - Cô Liên"
"","7-Eleven - 81 Nguyễn Du"
"","RoyalTea Vietnam - Nguyễn Văn Nghi"
"","Xôi Gà Bỏ Lò 198 - Kim Hoa"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Hoàng Quốc Việt"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Láng Hạ"
"ComTron2Co","Cơm Trộn 2 Cô - Xô Viết Nghệ Tĩnh"
