"chain_number","name"
"Swensens","Swensen's - TTTM Vạn Hạnh Mall"
"","Mô Ri - Fruit Juice & Fast Food"
"Bobapop","Bobapop - Lê Đức Thọ"
"","Rất Quảng Quán 4"
"Morico","Morico Contemporary Japanese Lifestyle - Lê Lợi"
"LobsterBay","Lobster Bay - Kỳ Đồng"
"","Bún Đậu Cô Nguyệt"
"","Mirai Sushi & Sake"
"PhucLongCoffeeTeaHouse","Phúc Long Coffee & Tea House - TTTM Estella"
"BaskinRobbins","Baskin Robbins - Thảo Điền"
"PhoCoHaNoi","Phố Cổ Hà Nội - Bắc Sơn"
"","Lẩu Vịt 36 - Mai Động"
"","Bún Cá, Bún Ốc & Miến Trộn Thanh Loan"
"GongCha","Gong Cha - Thủ Dầu Một"
"","Kim Anh Ăn Vặt"
"","Mệ Vui"
"KimbapHoangTu","Kimbap Hoàng Tử - Lê Văn Sỹ"
"","Chè Huế"
"CongCaPhe","Cộng Cà Phê - Mạc Thị Bưởi"
"","Quán Chị Lệ"
"","Bún Bò Huế Bến Ngự"
"","Đài Loan Trà Quán 1102"
"","Thành Vịt - Ngụy Như Kon Tum"
"","Quán Cơm 286"
"","Cơm Gà Hải Nam Singapore - Bạch Đằng"
"","Nhà Hàng Dìn Ký - Nguyễn Trãi"
"","Quán Cơm Gà Hải Nam - Nguyễn Tri Phương"
"","Ốc Thảo - Vĩnh Khánh"
"Highlands","Highlands Coffee - Liberty Phạm Ngũ Lão"
"HuTieuNamVangTaiAnh","Hủ Tiếu Nam Vang Tài Anh - Cách Mạng Tháng 8"
"","Bánh Xèo Tư Đông"
"","Sinh Tố & Nước Ép Xinh Duẩn"
"","Phở Đệ Nhất"
"Highlands","Highlands Coffee - Trần Hưng Đạo"
"","Cơm Hoàng Ký"
"ToCoToCo","ToCoToCo - Dương Bá Trạc"
"","Chè Kim Oanh - Dịch Vọng"
"","Gia Đình Quán Ngon - 153A Đội Cấn"
"PhoNgocVuong","Phở Ngọc Vượng - Huỳnh Thúc Kháng"
"","Cháo Sườn Huyền Anh - Hàng Vải"
"","Xoài Non Cường Ngân"
"Comgadagion","Cơm Gà Da Giòn - Phan Xích Long"
"GalaxyMilktea","Galaxy Milktea - Đường Số 8"
"DongTienBakery","Đồng Tiến Bakery - Ngô Quyền"
"","Vịt & Heo Quay Đắc Hùng"
"","Bốp Quán"
"","Bún Chả Chuyến Hằng - 89 Pháo Đài Láng"
"BanhTrangTronQuangDang","Bánh Tráng Trộn Quang Đăng - Dương Khuê"
"","Phở Xào - 32 Bát Đàn"
"","Khoai Lang Lắc Xí Muội - Nguyễn Thượng Hiền"
"","Bún Chả Cá Nha Trang Bé Em"
"BunDauMamTomAChanh","Bún Đậu Mắm Tôm A Chảnh - Tân Sơn Nhì"
"","Nhà Hàng Thái House"
"","Cheese Cake"
"TraSuaMinTranChauRauCu","Trà Sữa Mín - Trân Châu Rau Củ Quận 6"
"","Mì Gia Lương Ký"
"","Vịt Quay Trần Quang Ký - Trần Phú"
"","Cơm Chay Minh Anh"
"Banhtrangcotuyen","Bánh Tráng Cô Tuyền - Lý Chính Thắng"
"","Kem Bơ Bánh Bèo"
"BunThitNuongKieuBao","Bún Thịt Nướng Kiều Bảo - Tô Hiến Thành"
"Bobapop","Bobapop - Xô Viết Nghệ Tĩnh"
"","Giò Chả Minh Châu - Trần Quốc Toản"
"BanhCanhCaLocTran","Bánh Canh Cá Lóc Trần Chi Nhánh 1"
"","Couplestar. Indian"
"Highlands","Highlands Coffee - TTTM Big C Dĩ An"
"HotColdTraSuaXienQue","Hot & Cold Trà Sữa & Xiên Que - TTTM Vincom Thủ Đức"
"","Trà Sữa Wecha"
"Crepesbox","Crepesbox - Nguyễn An Ninh"
"TexasChicken","Texas Chicken - Nguyễn Gia Trí"
"","Cháo Ếch VietSin"
"PizzaInn","Pizza Inn - Quang Trung"
"","Sinh Tố Vạn Kiếp"
"","Ngọc Bánh Tráng Trộn Xoài Lắc"
"Highlands","Highlands Coffee - Nguyễn Kim Bình Dương"
"","Bún Đậu Chi"
"","Margherita - Pizza & Mì Ý Đút Lò"
"GongCha","Gong Cha - Bình Minh"
"BunCaNinhHoaGiaoHa","Bún Cá Ninh Hòa Nhẹ - Thành Thái"
"","Chè Sài Gòn - Ngọc Lâm"
"MarukameUdonTempura","Marukame Udon & Tempura - Ba Tháng Hai"
"BanhMi362","Bánh Mì 362 - Mỹ Khánh"
"PhucLongCoffeeTeaHouse","Phúc Long Coffee & Tea House - Trường Chinh"
"","Bún Huyền Chi"
"","IZI Coffee & Tea"
"","Sữa Bắp Suba - Mậu Thân"
"","Bánh Bao - Há Cảo Cô Giang"
"","Heo Mi - Khô Gà & Khô Heo Online"
"TheVeganGarden","The Vegan Garden"
"Bobapop","Bobapop - Hoàng Diệu"
"","Mì Quăn"
"Bobapop","Bobapop - Nguyễn Thị Minh Khai"
"HiTea","Hi Tea - Trương Quốc Dung"
"","Quán Cơm Tấm Ba Đạt"
"","Bánh Flan Phục Linh"
"BuzzaPizza","Buzza Pizza - TTTM Emart"
"","Sushi Family"
"PapasChicken","Papa's Chicken - Mỹ Đình"
"","Chả Lụi Lagi - Đồng Đen"
"","Bánh Canh Cua Lộc Vừng"
"PhoMienGoiGaSonNga","Phở Miến, Gỏi Gà Sơn Nga Chi Nhánh Bình Thạnh"
"","Hủ Tíu Bò Kho, Giò Heo - Vinh Ký"
"FastFeel","Fast Feel - Đặng Văn Bi"
"","Cơm Gà Phú Yên Rơm"
"","Đảo Bạch Tuộc"
"Popeyes","Popeyes - Phú Lâm"
"BunDauTonDao","Bún Đậu Tôn Đào"
"","Bún Chả Hoa Anh"
"","Cháo Ếch Singapore Khang Thịnh"
"","Sua.vn"
"","Bánh Mì Chả Cá Nha Trang"
"PastaParadise","Pasta Paradise - Nguyễn Thị Minh Khai"
"Bobapop","Bobapop - Cao Thắng"
"Indian","FAMILY INDIAN RESTAURANT - Hồ Nghinh"
"","Súp Cua Út Tuyền"
"","Bánh Canh Cua Đồng"
"","Phở Xào Phú Mỹ"
"","Mì Quảng Sâm"
"","Pasta Food"
"Bobapop","Bobapop - Tản Đà"
"","Food Family - Đội Cấn"
"","Cơm Tấm Ông Mập"
"","Phở Phú Gia"
"ComTamCali","Cơm Tấm Cali - Nguyễn Thị Nhỏ"
"","Gà Ta Như Ý"
"","Bánh Cuốn Chị Sự"
"","Hằng Bánh Trôi Tàu"
"","Nhà Hàng Takoshin - Ngô Gia Tự"
"","Sinh Tố - Nước Ép - Cafe - Bánh Flan... NHỎ !!!"
"","Ẩm Thực Thanh Thuý"
"","Nam Lợi Quán"
"","Longing Cafe Tea Room - Vạn Phúc"
"","Bánh Xèo Loan Béo - Đội Cấn"
"","RoyalTea - 111 Nguyễn Thái Học"
"","Trà Sữa Nhà Làm Mimi - Miti"
"Highlands","Highlands Coffee - Đường 3 Tháng 2"
"MiQuanganLaGhien","Mì Quảng Ăn Là Ghiền - Trần Cao Vân"
"QuanAnPhucKy","Phúc Ký - Quán Ăn Bình Dân"
"PizzaInn","Pizza Inn - Phú Mỹ Hưng"
"","Cơm Tấm Sườn Chéo"
"","Hủ Tiếu Nam Vang Đạt Thành - Nguyễn Thị Thập"
"TrungNguyenLegend","Trung Nguyên Legend - 349 Hai Bà Trưng"
"BeefsteakTiTi","Beefsteak TiTi - Lê Văn Sỹ"
"DragonBallHamburgerMilktea","Dragon Ball - Hamburger & Milktea - Phan Chu Trinh"
"","Cơm Gà Sơn Ký - Phan Đình Phùng"
"","Cơm Gà Nha Trang - Cơm Văn Phòng - Nguyễn Biểu"
"Gametquan","Gà Mẹt Quán - Nguyễn Thị Minh Khai"
"MiYDoubleB","Mì Ý Double B - Trần Hưng Đạo"
"","Sinh Tố Nước Ép & Trà Sữa RUBY"
"ThePizzaCompany","The Pizza Company - Lê Văn Sỹ"
"","Ăn Vặt Nhà Của Mèo"
"","XOXO Quán"
"","Đế Pizza Nghĩa - Hoàng Mai"
"","Bún Mắm Nêm Đà Nẵng Dì Bảy"
"","Chè Bưởi 340 Lê Văn Lương"
"","Sinh Tố & Nước Ép Vitaminee Trái Cây"
"","Lòng Trần Cháo"
"","Tràng An Quán"
"","Cơm Chay Hoa Sen - Đội Cấn"
"","Quán Nem - Nguyễn Thị Minh Khai"
"","Trà Sữa Cá Viên 10k"
"MiQuanganLaGhien","Mì Quảng Ăn Là Ghiền - Nguyễn Thị Minh Khai"
"","Cơm Gà Xối Mỡ Ba Nồ"
"","The Canteen - Đặng Văn Ngữ"
"","Bún Đậu 46 Chiến Thắng"
"","Only Tea"
"Highlands","Highlands Coffee - TTTM Platinum Plaza"
"","Bún Bò Đông Phong - Hậu Giang"
"ShareTea","ShareTea - Nguyễn Đình Chiểu"
"ToCoToCo","ToCoToCo - Nguyễn Thị Thập"
"HotColdTraSuaXienQue","Hot & Cold Trà Sữa & Xiên Que - Lê Trọng Tấn"
"","Bún Đậu - Bún Chả - Bánh Mỳ Xào Bò Hà Vy - Ao Sen"
"","Phở Nguyên"
"","Quán Ty - Bún Chả Cá Đà Nẵng"
"Highlands","Highlands Coffee - Lakai"
"","Bún Chả Hương Liên - Láng Hạ"
"","Bánh Mỳ Long Béo - Tân Mai"
"","Bánh Xèo Ngọc Sơn"
"","Cơm Tấm Bà Hai"
"HotColdTraSuaXienQue","Hot & Cold Trà Sữa & Xiên Que - Lê Văn Việt"
"ThePizzaCompany","The Pizza Company - Tân Sơn Nhì"
"BamiBreadBanhMiHoiAn","Bami Bread - Bánh Mì Hội An - Chùa Láng"
"","Quán Gà Tần Cây Si"
"","Loving Hut - Cơm Chay Chùa Láng"
"HuTieuThanhDat","Hủ Tiếu Thành Đạt - Cô Bắc"
"","Gà Mạnh Hoạch - Trung Yên 3"
"","Grand Sushi KO - Quận 2"
"","Gỏi Cá 6 Hào"
"","Súp Sài Gòn - Minh Huy Quán"
"","Bánh Xèo, Nem Lụi & Bánh Khọt Cô Hai - Vũ Tông Phan"
"ComGaXoiMoNungNiu","Cơm Gà Xối Mỡ Nũng Nịu - Nguyễn Văn Khối"
"Highlands","Highlands Coffee - Pico Plaza"
"","Cơm Mẹ Nấu - Minh Phụng"
"","Quán Cháo Vịt Thanh Đa"
"","Bánh Mì Tuấn Mập - Lãnh Bình Thăng"
"","Chíp Mập - Nước Ép Sinh Tố Mix Nước Mía"
"","Cơm Chay Linh Đàm"
"Nguyensonbakery","Nguyễn Sơn Bakery - Trần Hưng Đạo"
"ComTamHoangGia","Cơm Tấm Hoàng Gia"
"Highlands","Highlands Coffee - Nguyễn Khánh Toàn"
"Highlands","Highlands Coffee - Tòa Nhà Bảo Minh Tower"
"","Sonder - Tea & Coffee - Mậu Thân"
"","Nem Nướng Nha Trang - Nha Trang Quê Tôi"
"HotColdTraSuaXienQue","Hot & Cold Trà Sữa & Xiên Que - Trường Chinh"
"","Bánh Canh Bà Đợi Huế"
"HeekcaaSaigon","Heekcaa SaiGon - Lê Văn Sỹ"
"","Bún Chả Hà Nội Xuân Tứ"
"Guta","Guta - Xuân Thuỷ"
"MiQuangDaiLoc","Mì Quảng Đại Lộc - Phan Huy Ích"
"NewdaysJapaneseMatchaCafe","Newdays Japanese Matcha Cafe - Phan Văn Trị "
"","R&B Tea - Vincomshop House Xuân Khánh"
"","Cơm Tấm O Cam"
"Comgadagion","Cơm Gà Da Giòn - Hoàng Văn Thụ"
"","Nhà Hàng Chay Thiền Ý"
"","Phở Yên - Lê Văn Lương"
"BanhCuonGao","Bánh Cuốn Gạo - Nguyễn Thái Bình"
"","Bánh Tráng Kẹp Dì Sương"
"BanhMiBaHung","Bánh Mì Ba Hưng - Phạm Thái Bường"
"","Phở Miến Gà Kỳ Đồng"
"SaSinMiCay7CapDoHanQuoc","Sasin - Mỳ Cay 7 Cấp Độ Hàn Quốc - Tân Phú"
"ComTamCali","Cơm Tấm Cali - Hoàng Diệu"
"NemNuongNhaTrangHat2O","Nem Nướng Nha Trang Hắt 2 Ô - Xuân Thủy"
"","STEAK BIN & PIZZA"
"","Hẻm Quán - Nước Ép Trái Cây Và Bánh Mì Truyền Thống"
"","Quán Thiên Ân"
"","Phá Lấu Dung"
"Pho24","Phở 24 - Nguyễn Thị Minh Khai"
"ComTamCali","Cơm Tấm Cali - Nguyễn Chí Thanh"
"BunDauMamTomAChanh","Bún Đậu Mắm Tôm A Chảnh - 175 Thành Thái"
"","Gà Rán Hàn Quốc 20k - Good chicken - Đường số 17"
"ThaiBox","Thai Box - Hồ Hảo Hớn"
"Guta","Guta - 146 Nguyễn Văn Thủ"
"SuaChuaMitCoYen","Sữa Chua Mít Cô Yến - Bà Triệu"
"BreadyBanhMiTuoi","Bready Bánh Mì Tươi - Mạc Đĩnh Chi"
"","Nem Nướng Nha Trang - Hà Anh - Đồng Tâm"
"","Thạch Vuông"
"","Nước Ép The Juice"
"","Dimsum - Rau Câu Thập Cẩm 003"
"","Xe Đẩy Thảo Trái Cây"
"","Coconut Juice"
"MiCayNaga","Mì Cay Naga - 125 Phạm Văn Đồng"
"","100% Juice - Tea - Coffee"
"","Lươn Hai Hùng"
"","Mr.Pizza - Nguyễn Văn Linh"
"","KhoGaKay - The New Snack From VietNam"
"","Bánh Mì Cười - 103 Nam Đồng"
"Comgasonla","Cơm Gà Sơn La - Tây Sơn"
"CuonVaCham","Cuốn Và Chấm - Nguyễn Văn Thủ"
"TheAlley","The Alley - Nguyễn Văn Cừ"
"Hutieunhanquan","Tân Vinh Nguyên - Âu Cơ"
"TheGioiTauHu","Thế Giới Tàu Hũ - Lê Quang Định"
"TheAlley","The Alley - Nguyễn Thị Thập"
"Highlands","Highlands Coffee - Vincom CT"
"","Sữa Chua Trái Cây Uống Noha"
"","Bún Chả Hà Nội - Tô Hiệu"
"","Dalat Gift"
"","Quán Con Bạch Tuộc Takoika"
"","Thế Giới Gà Nướng"
"","Phở Cúc - Đường 22"
"Highlands","Highlands Coffee - Saigon Pearl"
"","Tasty, U Too"
"","SuShi 3 Con Sóc"
"","Bò Né 3 Ngon - Lê Lợi"
"MiCaySeoul","Mì Cay Seoul - Nguyễn Xiển"
"","CoCo Kem"
"","Mr Béo - Cháo Hàu & Bột Chiên Hải Sản - Hậu Giang"
"Comgatuongvy","Cơm Gà, Cháo Gà, Gỏi Gà Ta Tường Vy - Tân Thành"
"","Quán Chay 20 Trần Đình Xu"
"","Let's Milk"
"KaiCoffee","Kai Coffee - Nguyễn Thái Bình"
"","Cơm Thanh - 85 Đại La"
"DezatoSweetTaste","Dezato - Sweet Taste - Ô Chợ Dừa"
"","Sữa Chua Cô Mai"
"TastersChoice","Taster's Choice - Lý Thường Kiệt"
"","Mr Good Tea - Lạc Trung"
"DonChicken","Don Chicken - Hàm Nghi"
"TauHuXeLam","Tàu Hũ Xe Lam - Trần Phú"
"BunBoHueXua","Bún Bò Huế Xưa - Vạn Kiếp"
"","Bún Đậu Mẹt 395 - Cây Trâm"
"","Nhà Hàng Phúc Miêu - Dimsum & Tea House - Thủy Xưởng"
"CheeseCoffee","Cheese Coffee - Sư Vạn Hạnh"
"ToCoToCo","ToCoToCo - 259A Bạch Mai"
"LoPhuong","LO PHUONG TEA - Nguyễn Văn Linh"
"","TocoToco - Nguyễn Hoàng"
"","Bánh Cuốn Nóng - Dương Quảng Hàm"
"","Cơm Tấm Cây Điệp Long Xuyên"
"BanhMiV","Bánh Mì V+ - 06 Liễu Giai"
"","Bánh Cuốn Cao Bằng - Tô Hiệu"
"GAXEO","GAXEO Chicken - TTTM SC VivoCity"
"Guta","Guta - Phạm Ngọc Thạch"
"","Pizza 74 - Trần Phú"
"","Tân Bún Bò"
"MocViQuan","Mộc Vị Quán - Cơm Dĩa Nóng & Mì Quảng - Sư Vạn Hạnh"
"","Sinh Tố Bé Trâm"
"","Ốc Mút Đức Diệp"
"","Quán 324"
"","Green House - Ăn Ngon Văn Phòng"
"","Bánh Tráng Thịt Heo Bông Lúa"
"","RoyalTea - 256 Thái Hà"
"BunBoHueXua","Bún Bò Huế Xưa - Cao Thắng"
"","Bánh Cuốn Hồng Hiên"
"","Cơm Gà 142"
"","Quán 137 - Bà Linh"
"","Chè Yến, Cháo Yến Nguyên Sa - Phan Xích Long"
"MeetFresh","Meet Fresh - TTTM Crescent Mall"
"","Juice time"
"","Bún Riêu Phạm Gia"
"Bobapop","Bobapop - Thích Quảng Đức"
"","Mì Quảng Mai Thủy"
"","Sinh Tố Bảo Hân"
"","BUZZA BBQ"
"","Quán Đức Phát - Lẩu Gà Nòi"
"","Sushi Now"
"","Cháo Ếch Singapore - Thái Hà"
"","Cháo Lươn Thái Nguyễn"
"BonpasBakeryCoffee","Bonpas Bakery & Coffee - Lê Duẩn"
"","Bánh Cuốn Nóng Phương Loan - Nguyễn Văn Cừ"
"","Crepes Joy - Nguyễn Khánh Toàn"
"","Dream Coffee"
"","Bà Thủy - Bún Bò Huế & Cơm Chiên"
"","Bánh Bột Lọc Cam Ranh - Online"
"","Bún Chả, Miến Trộn & Cơm Gà Cô Hương"
"","RoyalTea - Hoàng Cầu"
"","Quán Ốc Tuyết 30K - Nguyễn Văn Đậu"
"Viva","Viva Star Coffee - 242 Thoại Ngọc Hầu"
"","Bánh Su Kem Sài Gòn (Shop Online) - Lê Hồng Phong"
"","Kim Sài Gòn - Bánh Tráng Trộn - Cuốn Bơ"
"","Felina Cantina 2 - An Thượng 2"
"ThePizzaCompany","The Pizza Company - Phan Xích Long"
"","MoonGo - Quán Ăn Hàn Quốc"
"","Cháo Ếch Thành Đạt"
"HaniMilkTea","Hani Milk Tea - Nguyễn Thị Thập"
"","Sino Foods - Soup Sino - Đặng Văn Ngữ"
"ComChayKhoQuet","Cơm Cháy Kho Quẹt - Xóm Chiếu"
"","Cafe A99 - Nước Ép & Sinh Tố Hoa Quả"
"WrapRoll","Wrap&Roll - Aeon Bình Tân"
"ChaoSuonCoLoan","Cháo Sườn Cô Loan - Tân Hải"
"","Chè Hiện Đại"
"","Đế Bánh Pizza Ngon Tuấn Nghĩa"
"EmCrepe","Bánh Sầu Riêng Em Crepe - Nguyễn Văn Trỗi"
"TheAlley","The Alley - Võ Văn Ngân"
"TheAlley","The Alley - Đào Tấn"
"TheAlley","The Alley - Ngụy Như Kon Tum"
"TigerSugarDelivery","Tiger Sugar Delivery - Phạm Ngọc Thạch"
"","Jun Hô Food - Khô Gà & Heo Khô Cháy Tỏi"
"TheAlley","The Alley - Lê Đại Hành"
"","Ẩm Thực Chay Vegeta"
"","Chè Ý Vân - Trịnh Đình Trọng"
"TheAlley","The Alley - Trần Phú"
"Comgasonla","Cơm Gà Sơn La - Chiến Thắng"
"Sinhtonuocep","Sinh Tố Nước Ép Juice Me - Lý Tự Trọng"
"","Fresh Juice Bar"
"ToCoToCo","ToCoToCo - Trần Đại Nghĩa"
"","Bánh Mì Hồng Hoa - Nguyễn Văn Tráng"
"","Bánh Tráng Chấm Cô Gánh - Chung Cư Phan Xích Long"
"","Ans Vegetarian Cuisines - Đặc Sản Chay Đà Nẵng"
"","Cơm Gà Thượng Hải"
"RoyalTea","RoyalTea - Kha Vạn Cân"
"HabibiHoangBeo","Habibi Hoàng Bèo - Bánh Tráng Cuốn Thịt Heo - Đội Cấn"
"","Cháo Sò 1998 - Lý Tự Trọng"
"TrungNguyenLegend","Trung Nguyên Legend - 603 Trần Hưng Đạo"
"","Tiệm Bánh IT - Lê Thanh Nghị"
"","Tiệm Bánh IT - Thanh Nhàn"
"","Sushi Garden - Nguyễn Trãi"
"BHOCHICBanhNgotDoHan","BHOCHIC - Bánh Ngọt Đồ Hàn - Phố Tôn Đức Thắng"
"PizzaTonda","Pizza Tonda –TTTM Vincom Mega Mall Thảo Điền"
"TraSuaMrGoodTea","Trà Sữa Mr Good Tea - Nhật Lệ"
"","RoyalTea - Thụy Khuê"
"","Bánh Căn Loan Nguyễn"
"SinhToNuocEpSucSongMoi","Sức Sống Mới - Sinh Tố, Nước Ép, Chè Không Ngọt - Phan Văn Trị"
"ChewyChewy","Chewy Chewy - Hồng Bàng"
"","Mì Quảng Bà Mua - Trần Bình Trọng"
"","Rodstarz"
"","Cà Phê Lốp 1976"
"","Phố Cổ Hà Nội - 152 Triệu Nữ Vương"
"Guta","Guta - Trần Nhật Duật"
"ToCoToCo","ToCoToCo - Tô Hiệu"
"ToCoToCo","ToCoToCo - Hàng Bài"
"","Gà Tươi Mạnh Hoạch - Hoàng Văn Thái"
"TheAlley","The Alley - Đường 30 Tháng 4"
"TrungNguyenLegend","Trung Nguyên Legend - 38 Võ Văn Tần"
"Harusushi","Haru Sushi - Nguyễn Tri Phương"
"Banhminhhulan","Bánh Mì Như Lan - Hàm Nghi"
"ThePizzaCompany","The Pizza Company - Cầu Giấy"
"SaSinMiCay7CapDoHanQuoc","SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Trần Bình Trọng"
"","The Magno"
"","Trà Hoa Dalat 1893 - Lê Đại Hành"
"","Chè Ngon Phố Cổ 299"
"NewdaysJapaneseMatchaCafe","Newdays Japanese Matcha Cafe - Quang Trung "
"VitCo202","Vịt Cỏ 202 - Phan Văn Trị"
"Quancongamai","Quán Con Gà Mái - Cơm Gà Phú Yên - Hoàng Hoa Thám"
"","Quán Ăn Cô Phương"
"","RoyalTea - Hà Cầu"
"","RoyalTea Vietnam - Nguyễn Ảnh Thủ"
"","Ếch Xanh - Nguyễn Cảnh Chân"
"TiemanChoLon","Tiệm Ăn Chợ Lớn - Hoàng Diệu"
"TheAlley","The Alley - Lê Văn Sỹ"
"TheAlley","The Alley - Trường Chinh"
"","Bánh Xèo Tôm Nhảy Cô Ba"
"BanhMiQuePateGiaTruyenHaiPhong","Bánh Mì Que & Pate Gia Truyền Hải Phòng - Duy Tân"
"","Roma Pizza - Ngô Thì Nhậm"
"","Trà Sữa Nhà Làm Sumi"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Duy Tân"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Hàm Nghi"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Lò Đúc"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Yết Kiêu"
"BanhCuonGiaAn","Bánh Cuốn Gia An - P10 Park Hill"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Nguyễn Cơ Thạch"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Trung Hòa"
"","Làng Cua Đồng - Nguyễn Thị Minh Khai"
"TheAlley","The Alley - Times City"
"TheAlley","The Alley - Trung Hòa"
"","Trái Cây Vuông Tròn"
"PhoCoHaNoi","Phố Cổ Hà Nội - Hà Huy Tập"
"","Phở Gà Cơm Rang Thuận Tuyết"
"","TocoToco - Dương Nội"
"","Gỏi Cuốn Hồng Thanh"
"ChewyJunior","Chewy Chewy - Trần Bình Trọng"
"MiQuang3AnhEm","Mì Quảng 3 Anh Em - Lê Văn Sỹ"
"","Bống Xinh - Bún đậu mẹt - Bún Hải sản - Bún cá"
"","Chè Sầu Liên - Đào Tấn"
"","Quán Cơm A Trưởng"
"BunBoHueNguUyen","Bún Bò Huế Ngự Uyển - Kim Đồng"
"","Lyn's Tea - Trà Sữa Và Ăn Vặt"
"","Cơm Chiên 73 - Đệ Nhất Cơm Thố"
"","Phở Hùng - Nguyễn Tri Phương"
"Otokechicken","Otoké Chicken - Phan Văn Trị"
"Otokechicken","Otoké Chicken - Đồng Đen"
"","Cút Chiên Bơ Cô Năm"
"","LifeStyle"
"","Trà Sữa One More Drinks"
"BanhMiNgo","Bánh Mì Ngố - Thái Phiên"
"CocoSummer","Coco Summer - Trường Sa"
"","Sữa Chua Mix - The Welcome"
"TheAlley","The Alley - Cộng Hòa"
"","Bún Đậu Mắm Tôm Triệu Vy"
"","Chago Tea & Cafe - Nguyễn Trãi - Trà sữa"
"","Cơm Gà Xối Mỡ Bình Dân 25k - Bùi Đình Túy"
"ComTron2Co","Cơm Trộn 2 Cô - Lê Văn Sỹ"
"","Bún Đậu Mẹt - Phan Huy Ích"
"","Bún Đậu Làng Quê"
"","Nhà Hàng Chay Bếp Xanh An Duyên"
"","Bún Đậu Mẹt Bibi Quán"
"Comtamthuankieu","Cơm Tấm Thuận Kiều - Út Tịch"
"","Gà 99 - Trường Chinh"
"","ChaGo Tea & Cafe - Nguyễn Chí Thanh - Trà sữa"
"","Chè Liên Đà Nẵng - Chè Sầu Liên - Hải Phòng"
"","ChaGo Tea & Cafe - Trần Phú - Trà sữa"
"SoyaGarden","Soya Garden - Times City"
"","Bún Đậu Mẹt - Lê Văn Lương"
"Comtamthuankieu","Cơm Tấm Thuận Kiều - Đặng Đức Thuật"
"","Bún Đậu Mẹt Cô Chinh"
"Comtamthuankieu","Cơm Tấm Thuận Kiều - Tôn Thất Tùng"
"","ChaGo Tea & Cafe - Tân Mai - Trà sữa"
"","Cơm Gà Xối Mỡ Thiên Hà"
"","Bánh Căn Đà Lạt - Bánh Ướt Lòng Gà Cô Quỳnh"
"","Tin Tin - Bánh Tráng Trộn & Trái Cây"
"SanFuLouNhaHangQuangDong","San Fu Lou - Nhà Hàng Quảng Đông - Phan Xích Long"
"TheAlley","The Alley - Nguyễn Đức Cảnh"
"","La Gare Coffee"
"","Romaro Halal Restaurant"
"","Bún Mắm Vân - Trần Kế Xương"
"","Gà Tươi Mạnh Hoạch Geleximco - Lê Trọng Tấn"
"GrandCastella","Grand Castella - Nguyễn Tri Phương"
"BaskinRobbins","Baskin Robbins - Quang Trung"
"SaSinMiCay7CapDoHanQuoc","SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Nguyễn Trọng Tuyển"
"","Bún Chả Tuyết"
"","RoyalTea - Nguyễn Văn Lộc"
"","SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Lê Văn Việt"
"PapasChicken","Papa's Chicken - Ngoại Giao Đoàn"
"BanhCuonGiaAn","Bánh Cuốn Gia An - Nguyễn Văn Lộc"
"BanhCuonGiaAn","Bánh Cuốn Gia An - T10 Times City"
"","Mì Quảng 3 Anh Em - Nguyễn Thị Thập"
"LavidaCoffeeTea","Lavida Coffee & Tea - Nguyễn Tri Phương"
"BeardPapas","Beard Papa's - TTTM Vincom Center Đồng Khởi"
"","Cơm Gà 286 - Trần Bình"
"Travico","Sinh Tố Dừa Sáp Travico - TTTM 20 Asiana Food Town"
"BunBoHueSongHuong","Bún Bò Huế Sông Hương - Quang Trung"
"","Bún Đậu Mẹt - Hoàng Quốc Việt"
"","Mì Quảng 3 Anh Em - Huỳnh Tấn Phát"
"BunBoHueSongHuong","Bún Bò Huế Sông Hương - Gò Dầu"
"HoaHuongDuong","Hoa Hướng Dương - Nguyễn Sơn"
"","Ếch Xanh - Phạm Ngọc Thạch"
"Otokechicken","Otoké Chicken - Phan Xích Long"
"Otokechicken","Otoké Chicken - Đào Duy Từ"
"BunBoHueSongHuong","Bún Bò Huế Sông Hương - Tây Thạnh"
"ADauBunDauAnVatLauRieuCua","A Đậu - Bún Đậu, Ăn Vặt, Lẩu Riêu Cua - Nguyễn Thị Định"
"","Cơm Gà Huy Khoa - Chinsoo"
"","Cơm Tấm Cô Hoa"
"","Cơm Tấm Tú Mập - Đồng Đen"
"SanFuLouNhaHangQuangDong","San Fu Lou - Nhà Hàng Quảng Đông - Đường 3/2"
"GaNuongOOO","Gà Nướng Ò Ó O - Nguyễn Hồng Đào"
"","Gà Tươi Mạnh Hoạch - Vua Gà Nướng Lu - Đặng Văn Ngữ"
"BanhMiHaNoiDucHau","BÁNH MÌ HÀ NỘI ĐỨC HẬU - Đinh Tiên Hoàng"
"DongTienBakery","Đồng Tiến Bakery - Kinh Dương Vương"
"","Bánh Hỏi Đồng Khánh"
"","PPG Homemade Chocolate And Drinks"
"","GoGo"
"","Cơm Gà Hải Nam Lộc Phát"
