"chain_number","name"
"Sbarro","Sbarro - Ali Mall"
"Sbarro","Sbarro - SM San Lazaro"
"TokyoTokyo","Tokyo Tokyo - Robinsons Place Otis"
"TokyoTokyo","Tokyo Tokyo - Ever Gotesco Commonwealth"
"TokyoTokyo","Tokyo Tokyo - Ali Mall"
"Sbarro","Sbarro - Venice Grand Canal"
"TokyoTokyo","Tokyo Tokyo - Dela Rosa Cark Park"
"CafeMaryGrace","Cafe Mary Grace - SM Southmall"
"CoffeeProject","Coffee Project - Evia Lifestyle Center"
"KennyRogersRoasters","Kenny Rogers Roasters - SM Southmall"
"BulaloWorld","Bulalo World - SM Center Las Pinas"
"CafeJuanita","Cafe Juanita - West Capitol Drive"
"LechonHaus","Lechon Haus - SM Fairview"
"Tenya","Tenya - SM Southmall"
"Racks","Racks - Evia Lifestyle Center"
"BonChon","BonChon - The Venice Piazza"
"CafeBelle","Cafe Belle - Talamban"
"Cake2Go","Cake2Go - BF Homes"
"SushiEdomae","Sushi Edomae - Poblacion"
"KennyRogersRoasters","Kenny Rogers Roasters - Katipunan"
"Aburi","Aburi - Madison Galeries"
"BacolodChickenInasal","Bacolod Chicken Inasal - Quezon Memorial Circle"
"PaperMoon","Paper Moon  - UP Town Center"
"Motorino","Motorino - Estancia Mall"
"ChooksToGo","Chooks To Go - East Rembo"
"121GrilleandRestaurant","121 Restaurant - Venice Grand Canal"
"HungreeBurgers","Hungree Burgers - Zobel Roxas"
"ToniandSergio","Toni & Sergio - Venice Grand Canal"
"FalafelYo","Falafel Yo! - SM City North Edsa"
"Slicesby21SouthBurger","Slices by 21 South Burger - Punta Princesa"
"Cobo","Cobo - J Center Mall"
"Satchmi","Satchmi - Megamall"
"MadMarks","Mad Mark's - UP Town Center"
"CubeCoffee","Cube Coffee - Devour Food Hub"
"BanhMiKitchen","Banh Mi Kitchen - SM Megamall"
"RazonsofGuagua","Razon's of Guagua - Trinoma"
"YallaYalla","Yalla Yalla - Don Pedro Street"
"ThaiDara","ThaiDara - Pioneer Center"
"CoffeeProject","Coffee Project - Libis"
"HapponRamenHouse","Happon Ramen House - Maginhawa Street"
"GerrysGrillRestaurantBar","Gerry's Grill Restaurant & Bar - SM Southmall"
"CoffeeProject","Coffee Project - Spark Place"
"HappyLemon","Happy Lemon - UP Town Center"
"CollabCoffee","Collab Coffee - Z Square Mall"
"Goldilocks","Goldilocks - Sta. Ana Bakeshop"
"JTsManukanGrille","JT's Manukan Grille - Ever Commonwealth"
"NeoNeoGrillHouse","Neo Neo Grill House - Kasambagan"
"Joliant","Joliant - BF Homes"
"LidoCocinaTsinabyPanciteriaLido","Lido Cocina Tsina by Panciteria Lido - UN Avenue"
"ShinsenSushiBarandRestaurant","Shinsen Sushi Bar and Restaurant - Sapphire Bloc Bldg"
"PhoHoaVietnameseNoodleHouse","Pho Hoa Vietnamese Noodle House - Robinsons Magnolia"
"ChooksToGo","Chooks To Go - Better Living"
"OnoPoke","Ono Poke - Greenbelt 1"
"PapartsDinerandCafe","Papart's Diner and Cafe - Maroo Arcade"
"DakasiMilktea","Dakasi Milktea - Ayala Malls Marikina"
"ChooksToGo","Chooks To Go - Ramon Magsaysay Boulevard"
"TsimShaTsuiDimsumTeaBar","Tsim Sha Tsui Dimsum & Tea Bar - Robinsons Cybergate"
"Wendys","Wendy's - SM Manila"
"Wendys","Wendy's - Cubao"
"CaraMiaCakesGelato","Cara Mia Cakes & Gelato - Festival Mall"
"Chatime","Chatime - Enterprise Center"
"SisigHooray","Sisig Hooray - Landmark Makati"
"NewYorkBuffaloBradsHotWings","New York Buffalo Brad's Hot Wings - IT Park Garden Bloc"
"StMarcCafe","St. Marc Cafe - SM Megamall"
"Sunburst","Sunburst - SM City Cebu"
"KennyRogersRoasters","Kenny Rogers Roasters - Venice Grand Canal"
"TheWholesomeTable","The Wholesome Table - Salcedo Village"
"ChooksToGo","Chooks To Go - Market Place Kalentong"
"SushiNori","Sushi Nori - UP Town Center"
"HainaneseDelights","Hainanese Delights - Robinsons Otis"
"SzeChuanHouse","Szechuan House - Malate"
"Wendys","Wendy's - SM North EDSA"
"RazonsofGuagua","Razon's of Guagua - Cash & Carry"
"RazonsofGuagua","Razon's of Guagua - 168 Shopping Mall"
"Serenitea","Serenitea - Glorietta 3"
"ChooksToGo","Chooks To Go - Marikina Heights"
"ChooksToGo","Chooks To Go - Wagas Street"
"JTGsLugawanRepublic","JTG's Lugawan Republic - BF Homes"
"121GrilleandRestaurant","121 Restaurant - Salcedo Village"
"CrazyChops","Crazy Chops - Asturias Street Sampaloc"
"Amici","Amici - Alabang Town Center"
"SeoulGalbi","Seoul Galbi - San Antonio"
"GroundCentraleCafe","Ground Centrale Cafe - Concepcion Uno"
"4ksHomemadeSpecialties","4k's Homemade Specialties - Kapsigan"
"SunniesCafe","Sunnies Cafe - SM Megamall"
"TahongIsland","Tahong Island - BF Homes"
"PusoBistroandBar","Puso Bistro and Bar - Quest Hotel"
"TheVegetarianKitchen","The Vegetarian Kitchen - Mother Ignacia"
"BananaLeaf","Banana Leaf - SM Aura"
"JCoDonutsCoffee","J.Co Donuts & Coffee - Ayala Center Cebu"
"RazonsofGuagua","Razon's of Guagua - SM Las Pinas"
"GerrysGrillRestaurantBar","Gerry's Grill Restaurant & Bar - Market! Market!"
"BonChon","BonChon - SM Southmall"
"Chizmozza","Chizmozza - SM San Lazaro"
"DonHenricos","Don Henrico's - Ayala Malls Feliz"
"Contis","Conti's Bakeshop and Restaurant - Bluebay Walk"
"PancitMalabonbyCountryNoodles","Pancit Malabon by Country Noodles - Kamias Road"
"InengsSpecialBarbecue","Ineng's Special Barbecue - Katipunan"
"PinksHotDogs","Pink’s Hotdogs - BGC"
"Sensei","Sensei - Aguirre Street"
"JuliesBakeshop","Julie's Bakeshop - Don Jose Avila"
"FowlBread","FowlBread - Bonifacio High Street"
"JTGsLugawanRepublic","JTG's Lugawan Republic - Banawe"
"FrankiesNewYorkBuffaloWings","Frankie's New York Buffalo Wings - Kapitolyo"
"DakasiMilktea","Dakasi Milktea - P. Tuazon"
"Goldilocks","Goldilocks - Alphaland Southgate Foodshop"
"Contis","Conti's Bakery and Cafe - SM North EDSA"
"DakasiMilktea","Dakasi Milktea - UN Avenue"
"BonChon","BonChon - Clean Fuel Pioneer"
"DakasiMilktea","Dakasi Milktea - M'Place"
"CoCoFreshTeaJuice","CoCo Fresh Tea & Juice - Cyberpark Tower One"
"JCoDonutsCoffee","J.Co Donuts & Coffee - Blue Bay Walk EDSA"
"Sbarro","Sbarro - Gaisano Alabang"
"TokyoTokyo","Tokyo Tokyo - Market! Market!"
"TokyoTokyo","Tokyo Tokyo - Ayala Malls Feliz"
"Goldilocks","Goldilocks - Global Plaza Bakeshop"
"JCoDonutsCoffee","J.Co Donuts & Coffee - Market! Market!"
"Contis","Conti's Bakeshop and Restaurant - Greenbelt Makati"
"BonChon","BonChon - C. Raymundo"
"BonChon","BonChon - Fishermall"
"Goldilocks","Goldilocks - Malibay Bakeshop"
"DakasiMilktea","Dakasi Milktea - Tutuban Center"
"BonChon","BonChon - Robinsons Magnolia"
"GongCha","Gong Cha - Robinsons Forum"
"Goldilocks","Goldilocks - Parang Marikina Bakeshop"
"DrivebyTacoShop","Drive-by Taco Shop - Aguirre Avenue"
"DimsumBreak","Dimsum Break - One Pavillion Mall"
"NewFoundBurger","New Found Burger - Punta Princesa"
"DunkinDonuts","Dunkin' Donuts - Savana Market"
"DimsumBreak","Dimsum Break - Banilad Town Centre"
"LaCarnitaModernMexicanCantina","La Carnita Modern Mexican Cantina - Loyola Heights"
"GreenPastures","Green Pastures - Shop D Net Park Building"
"McDonalds","McDonald's - Agora"
"KennyRogersRoasters","Kenny Rogers Roasters - SM Cubao"
"BonChon","BonChon - SM Megamall"
"Goldilocks","Goldilocks - Marikina Bayan Bakeshop"
"DakasiMilktea","Dakasi Milktea - Banawe Street"
"CoCoFreshTeaJuice","CoCo Fresh Tea & Juice - SM Fairview"
"BonChon","BonChon - UP Town Center"
"MacaoImperialTea","Macao Imperial Tea - Timog"
"TokyoTokyo","Tokyo Tokyo - SM Sta. Mesa"
"TokyoTokyo","Tokyo Tokyo - SM City North EDSA"
"Sbarro","Sbarro - UP Town Center"
"TokyoTokyo","Tokyo Tokyo - SM Fairview"
"Sbarro","Sbarro - UST"
"TokyoTokyo","Tokyo Tokyo - Worldwide Corporate Center"
"BrothersBurger","Brothers Burger - Westgate Center"
"KennyRogersRoasters","Kenny Rogers Roasters - Ayala Fairview Terraces"
"RazonsofGuagua","Razon's of Guagua - UP Town Center"
"HongKongNoodlesDimsumHouse","Hong Kong Noodles & Dimsum House - SM BF Paranaque"
"MannHann","Mann Hann - Market! Market!"
"ArmyNavyBurgerBurrito","Army Navy Burger + Burrito - Shaw Boulevard"
"MaChickenMamiHouse","Ma Chicken Mami House - Fun Ranch"
"SouvbyCyma","Souv! by Cyma - BGC"
"TokyoTokyo","Tokyo Tokyo - Robinsons Galleria"
"ZarksBurgers","Zark's Burgers - BF Homes"
"SobanKTownGrill","Soban K-Town Grill - Robinsons Manila"
"AngelsPizza","Angel's Pizza - 888 Gateway Plaza"
"TheGivingCafe","The Giving Cafe - Sheridan"
"Boulangerie22","Boulangerie22 - Robinsons Place Manila"
"Goldilocks","Goldilocks - Marikina Concepcion Foodshop"
"JCoDonutsCoffee","J.Co Donuts & Coffee - Shopwise Araneta Cubao"
"BonChon","BonChon - Starmall"
"BonChon","BonChon - SM Sta. Mesa"
"MacaoImperialTea","Macao Imperial Tea - SM Mall of Asia"
"Chatime","Chatime - Pioneer Center"
"Contis","Conti's Bakery and Cafe - Robinsons Place Manila"
"RecoveryFood","Recovery Food - Crossroads"
"MacaoImperialTea","Macao Imperial Tea - BF Homes"
"MamaLousItalianKitchen","Mama Lou's Italian Kitchen - Ayala Malls the 30th"
"McDonalds","McDonald's - EDSA IT Center"
"McDonalds","McDonald's - Cebu Jones"
"McDonalds","McDonald's - Aegis"
"McDonalds","McDonald's - Katipunan"
"McDonalds","McDonald's - Cebu JY Square"
"McDonalds","McDonald's - Cebu North Reclamation"
"McDonalds","McDonald's - Frontera Verde"
"MomTinasBakeryCafe","Mom & Tina's Bakery Cafe - South Triangle"
"McDonalds","McDonald's - Valero"
"McDonalds","McDonald's - Regalado"
"McDonalds","McDonald's - EDSA Panay"
"GongCha","Gong Cha - Eastwood Mall"
"Goldilocks","Goldilocks - SM San Lazaro Foodshop"
"Goldilocks","Goldilocks - SM Megamall (Bldg. B) Foodshop"
"Goldilocks","Goldilocks - JP Rizal Bakeshop"
"MacaoImperialTea","Macao Imperial Tea - SM Manila"
"BonChon","BonChon - Eastwood"
"GongCha","Gong Cha - Lucky Chinatown Mall"
"Sbarro","Sbarro - SM Aura"
"TokyoTokyo","Tokyo Tokyo - SM Manila"
"Sbarro","Sbarro - Festival Mall"
"Sbarro","Sbarro - Lucky Chinatown Mall"
"TokyoTokyo","Tokyo Tokyo - Farmers Cubao"
"McDonalds","McDonald's - BGC Forum"
"McDonalds","McDonald's - Shell Emerald"
"KingChef","King Chef - Banawe Centre (Dimsum Kitchen)"
"Zubuchon","Zubuchon - San Antonio"
"Goldilocks","Goldilocks - GMA Kamuning Foodshop"
"Contis","Conti's Bakeshop and Restaurant - Trinoma"
"GongCha","Gong Cha - The One Grand Center"
"Goldilocks","Goldilocks - Scout Borromeo Bakeshop"
"Goldilocks","Goldilocks - Robinsons Place Manila Foodshop"
"Goldilocks","Goldilocks - Ali Mall Foodshop"
"JCoDonutsCoffee","J.Co Donuts & Coffee - SM BF Paranaque"
"UncleMoesShawarmaHub","Uncle Moe's Shawarma Hub - Batasan Hills"
"BonChon","BonChon - Festival Mall Alabang"
"Chatime","Chatime - Eton Centris"
"Chatime","Chatime - Cash & Carry Mall"
"BonChon","BonChon - Clover Leaf"
"Chatime","Chatime - Ali Mall"
"Goldilocks","Goldilocks - Blue Wave Bakeshop"
"UncleMoesShawarmaHub","Uncle Moe's Shawarma Hub - BF Homes"
"DakasiMilktea","Dakasi Milktea - IT Park"
"Andoks","Andok's - Mabolo"
"Andoks","Andok's - Batasan"
"CafeFrance","Cafe France - BF Homes"
"BonChon","BonChon - Caruncho"
"MacaoImperialTea","Macao Imperial Tea - Unimart Capitol Commons"
"JCoDonutsCoffee","J.Co Donuts & Coffee - Ayala Fairview Terraces"
"BonChon","BonChon - Fairview Terraces"
"BonChon","BonChon - Riverbanks Marikina"
"TokyoTokyo","Tokyo Tokyo - Ayala Fairview Terraces"
"Sbarro","Sbarro - Market! Market!"
"FrankiesNewYorkBuffaloWings","Frankie's New York Buffalo Wings - Crossroads BGC"
"01_OhMyChicken","Oh My Chicken! - Canwin Plaza"
"SisigHooray","Sisig Hooray - Ayala Malls South Park"
"Dulcinea","Dulcinea - Tomas Morato"
"Goldilocks","Goldilocks - Anonas Bakeshop"
"BosCoffee","Bo's Coffee - Maginhawa Street"
"DavidsTeaHouse","David's Tea House - Sta. Cruz"
"TheFrenchBaker","The French Baker - Robinsons Galleria"
"CoCoFreshTeaJuice","CoCo Fresh Tea & Juice - Rockwell Business Center"
"","Dohtonbori - SM North EDSA"
"BacolodChknBBQ","Bacolod Chk-n-BBQ - SM Mall of Asia"
"JCoDonutsCoffee","J.Co Donuts & Coffee - Kidzania"
"GerrysGrillRestaurantBar","Gerry's Grill Restaurant & Bar - Ayala Center Cebu"
"KingSisig","King Sisig - Ayala Malls Feliz"
"","Kimono Ken - SM Mall of Asia"
"BonChon","BonChon - Robinsons Place Las Pinas"
"ZarksBurgers","Zark's Burgers - SM Southmall"
"BeyondCoffee","Beyond Coffee - Paredes Street"
"IzakayaSensu","Izakaya Sensu - Net Park"
"BlackCanyonCoffee","Black Canyon Coffee - Ayala Malls the 30th"
"Serenitea","Serenitea - Two E-Com Center"
"Gringo","Gringo - Greenhills"
"Wendys","Wendy's - Greenbelt 1"
"TousLesJours","Tous Les Jours - Shopwise Arcade"
"MannHann","Mann Hann - Madison Galleries"
"SisigHooray","Sisig Hooray - Cash and Carry Mall"
"ShiLin","Shi Lin - Shangri-La Plaza"
"Serenitea","Serenitea - The Fort Burgos Circle"
"RazonsofGuagua","Razon's of Guagua - Banawe"
"Wendys","Wendy's - SM Megamall"
"Homeworks","Homeworks by Hanakotoba - Delos Reyes"
"HongKongNoodlesDimsumHouse","Hong Kong Noodles & Dimsum House - Carlos Palanca Street"
"CitrusZone","Citrus Zone - Waltermart"
"PhoHoaVietnameseNoodleHouse","Pho Hoa Vietnamese Noodle House - Greenbelt 1"
"Serenitea","Serenitea - Banawe"
"RACKS","RACKS - Greenhills"
"ChooksToGo","Chooks To Go - Concepcion Dos"
"Serenitea","Serenitea - SM North EDSA"
"Wendys","Wendy's - Festival Mall"
"ElPolloLoco","El Pollo Loco - BGC"
"MannHann","Mann Hann - The Link"
"EmpanadaNation","Empanada Nation - SM Megamall"
"NewBombay","New Bombay - Robinsons Place Manila"
"RACKS","RACKS - SM Megamall"
"Boulangerie22","Boulangerie22 - Magallanes"
"HapChanTeaHouse","Hap Chan Tea House - Ali Mall"
"Wendys","Wendy's - Robinsons Place Ermita"
"DeOriginalJamaicanPattieShop","De Original Jamaican Pattie Shop - Cash & Carry"
"Goldilocks","Goldilocks - Gateway Mall Bakeshop"
"Amber","Amber - Mandaluyong"
"FarinasIlocosEmpanada","Farinas Ilocos Empanada - Betterliving"
"AngelsPizza","Angel's Pizza - President's Avenue"
"BigGuysPizza","Big Guys! Pizza - Visayas Avenue"
"LolaidangsBahayPancitan","Lola idang's Bahay Pancitan - Better Living"
"FarronCafe","Farron Cafe - SM Manila"
"ChooksToGo","Chooks To Go - Bagong Barrio"
"IlPadrinoCoffee","Il Padrino Coffee - Mt. Sinai"
"ClashofBurgers","Clash of Burgers - San Miguel"
"NomiyaIzakaya","Nomiya Izakaya - Tomas Morato"
"GoSalads","Go! Salads - UP Town Center"
"MyJoy","My Joy - Santo Nino"
"ChooksToGo","Chooks To Go - Philand Tandang Sora"
"Serenitea","Serenitea - Vertis North"
"Serenitea","Serenitea - Fort Bonifacio Technology Tower"
"BonChon","BonChon - SM Las Pinas"
"Chatime","Chatime - Century City Mall"
"Nikkei","Nikkei Nama Bar - Rada"
"Goldilocks","Goldilocks - SM Hypermarket Makati Bakeshop"
"Dillingers1903SteakandBrew","Dillingers 1903 Steak and Brew - Greenbelt 3"
"BacolodChickenInasal","Bacolod Chicken Inasal - One E-Com Center"
"Zubuchon","Zubuchon - SM Mall of Asia"
"PopoysSizzlers","Popoy's Sizzlers - Salinas Drive"
"Amici","Amici - Greenhills"
"Goldilocks","Goldilocks - SM Supermarket Marikina Bakeshop"
"Dulcinea","Dulcinea - Greenbelt 5"
"KokoroJapaneseGrindz","Kokoro Japanese Grindz - Creekside Square Building"
"Goldilocks","Goldilocks - P. Tuazon Bakeshop"
"BonChon","BonChon - SM City Manila"
"ParisDelice","Paris Delice - Bel-Air"
"Goldilocks","Goldilocks - Pateros Bakeshop"
"Sbarro","Sbarro - Ayala Center Cebu"
"GongCha","Gong Cha - Technopoint Hub"
"TapaKing","Tapa King - Carpark"
"RazonsofGuagua","Razon's of Guagua - Greenbelt 1"
"ZarksBurgers","Zark's Burgers - SM San Lazaro"
"ChooksToGo","Chooks To Go - Marikina Heights 2"
"ChooksToGo","Chooks To Go - Hampton Gardens Pasig"
"ChooksToGo","Chooks To Go - Barangay Culiat"
"ChooksToGo","Chooks To Go - Bacood Sta Mesa"
"ChooksToGo","Chooks To Go - Suki Market"
"ChooksToGo","Chooks To Go - Goodwill Homes"
"ChooksToGo","Chooks To Go - P Ocampo Makati"
"ChooksToGo","Chooks To Go - JC Plaza"
"ChooksToGo","Chooks To Go - FB Harrison"
"Ersao","Ersao - Mauban"
"TokyoBubbleTea","Tokyo Bubble Tea - BGC"
"BulaluhansaEspana","Bulaluhan sa Espana - Espana Boulevard"
"BuddysPancitLucbanatLongganisangLucban","Buddy's Pancit Lucban at Longganisang Lucban - Timog"
"MisterKabab","Mister Kabab - SM North EDSA"
"BuddysPancitLucbanatLongganisangLucban","Buddy's Pancit Lucban at Longganisang Lucban - The Link"
"BuddysPancitLucbanatLongganisangLucban","Buddy's Pancit Lucban at Longganisang Lucban - Market! Market!"
"BuddysPancitLucbanatLongganisangLucban","Buddy's Pancit Lucban at Longganisang Lucban - Tycoon"
"MisterKabab","Mister Kabab - West Avenue"
"MisterKabab","Mister Kabab - Pearl Plaza"
"ChocolatDeepDarkChocolateCakes","Chocolat Deep Dark Chocolate Cakes - Palanan"
"ChocolatDeepDarkChocolateCakes","Chocolat Deep Dark Chocolate Cakes - Xavierville Avenue"
"InengsSpecialBarbecue","Ineng's Special Barbecue - Main Avenue"
"Goodah","Goodah!!! - Eastwood Citywalk 2"
"101HawkerFoodHouse","101 Hawker Food House - Beacon Tower"
"LidoCocinaTsinabyPanciteriaLido","Lido Cocina Tsina by Panciteria Lido - Visayas Avenue"
"TheSnackShack","The Snack Shack - Concepcion Uno"
"Wingman","Wingman - Acacia Estates"
"Tenya","Tenya - Fort Bonifacio"
"TheSandwichGuy","The Sandwich Guy - RCBC Plaza"
"Tenya","Tenya - Festival Mall"
"PotatoCornerNachoMucho","Potato Corner + Nacho Mucho - Ayala Malls The 30th"
"PansitMalabonbyCountryNoodles","Pansit Malabon by Country Noodles - Project 8"
"Lartizan","Lartizan - Corinthian"
"Lartizan","Lartizan - Shangrila"
"IlPadrinoCoffee","Il Padrino Coffee - Ayala Fairview Terraces"
"TheFrenchBaker","The French Baker - Lucky Chinatown Mall"
"HappyDays","Happy Days - Venice Grand Canal"
"TheFrenchBaker","The French Baker - SM North EDSA Main"
"Boulangerie22","Boulangerie22 - Newport"
"LotsAPizza","Lots'A Pizza - Santolan"
"LotsAPizza","Lots'A Pizza - Better Living"
"LotsAPizza","Lots'A Pizza - SM Sta. Mesa"
"WildflourCafeBakery","Wild Flour Bakery + Café - Rada"
"CryingTiger","Crying Tiger - Poblacion"
"AngelsPizza","Angel's Pizza - Commonwealth"
"ClassicSavory","Classic Savory - Trinoma Mall"
"CitrusZone","Citrus Zone - Cyber and Fashion Mall"
"ColdlayersCafe","Coldlayers Cafe - Fisher Mall"
"CaraMiaCakesGelato","Cara Mia Cakes & Gelato - Alabang Town Center"
"ArmyNavyBurgerBurrito","Army Navy Burger + Burrito - UP Technohub"
"CafeMaryGrace","Cafe Mary Grace - Shangrila Mall"
"CafeMaryGrace","Cafe Mary Grace - Unimart Greenhills"
"CafeMaryGrace","Cafe Mary Grace - Rockwell Business Center"
"Adobowls","Adobowls - SM Jazz Mall"
"ShiLin","Shi Lin - Estancia Mall"
"ShiLin","Shi Lin - Greenbelt 3"
"TokyoTempura","Tokyo Tempura - SM Cubao"
"RACKS","RACKS - Paseo De Magallanes"
"BonChon","BonChon - SM North EDSA"
"MacaoImperialTea","Macao Imperial Tea - Banawe"
"Chatime","Chatime - Trinoma"
"IsshinJapaneseRestaurant","Isshin Japanese Restaurant - San Lorenzo"
"RazonsofGuagua","Razon's of Guagua - SM Sta. Mesa"
"RazonsofGuagua","Razon's of Guagua - Ayala Mall 30th"
"TapaKing","Tapa King - Taft Avenue"
"ZarksBurgers","Zark's Burgers - SM North Annex"
"ZarksBurgers","Zark's Burgers - SM Fairview"
"ChooksToGo","Chooks To Go - Bayan-Bayanan Concepcion"
"ChooksToGo","Chooks To Go - Molave"
"ChooksToGo","Chooks To Go - Gen. Natividad"
"ChooksToGo","Chooks To Go - Karangalan Vill Pasig"
"ChooksToGo","Chooks To Go - Minagrande"
"ChooksToGo","Chooks To Go - P Ocampo Malate Manila"
"ChooksToGo","Chooks To Go - Tuktukan"
"Wendys","Wendy's - S&R Shaw"
"Wendys","Wendy's - The Portal"
"Wendys","Wendy's - Greenhills"
"Wendys","Wendy's - PGH Taft"
"HapChanTeaHouse","Hap Chan Tea House - SM Southmall"
"EmpanadaNation","Empanada Nation - Pioneer Center"
"ChevyBurger","Chevy Burger - Malanday"
"WhattheTea","What the Tea - Amaia Skies"
"Omakase","Omakase - Don Antonio"
"FriuliTrattoria","Friuli Trattoria - UP Town Center"
"TheSandwichGuy","The Sandwich Guy - Robinsons Summit"
"TheCafeMediterranean","The Cafe Mediterranean - Power Plant Mall"
"TheCafeMediterranean","The Cafe Mediterranean - Greenbelt 1"
"PAULBoulangerieandPatisserie","PAUL Boulangerie and Patisserie - SM Aura"
"PansitMalabonbyCountryNoodles","Pansit Malabon by Country Noodles - Circle C Mall"
"MisoHappy","Miso Happy - City Golf Plaza"
"MamasLittleSecretCreativeBurgers","Mama's Little Secret Creative Burgers - Opao"
"MainStreet","Main Street - Kapitolyo"
"HongKongNoodlesDimsumHouse","Hong Kong Noodles & Dimsum House - Legaspi Village"
"TheFrenchBaker","The French Baker - Robinsons Place Manila"
"TheFrenchBaker","The French Baker - Cherry Congressional"
"TheFrenchBaker","The French Baker - WMall"
"NewBombay","New Bombay - Crossroads"
"MatysCarinderia","Maty's - Don Galo"
"BosCoffee","Bo's Coffee - SM San Lazaro"
"LydiasLechon","Lydia's Lechon - Timog"
"BrothersBurger","Brothers Burger - BGC Highstreet"
"SoruIzakaya","Soru Izakaya - Burgos Circle"
"TheOldSpaghettiHouse","The Old Spaghetti House - Congressional"
"ClassicSavory","Classic Savory - SM Sucat"
"CitrusZone","Citrus Zone - SM Megamall"
"CaraMiaCakesGelato","Cara Mia Cakes & Gelato - Venice Grand Canal"
"Hanako","Hanako - Dona Soledad"
"DiMarksPizza","Di' Mark's Pizza - Taft"
"ArmyNavyBurgerBurrito","Army Navy Burger + Burrito - Araneta"
"BradPitsRibshack","Brad & Pit's Ribshack - Kapitolyo"
"AuthenticChineseCuisine","Authentic Chinese Cuisine - Mabini Street"
"CafeAquatica","Cafe Aquatica - Binondo"
"HappyLemon","Happy Lemon - Promenade"
"CafeMaryGrace","Cafe Mary Grace - Southwoods Mall"
"GerrysGrillRestaurantandBar","Gerry's Grill Restaurant & Bar - Aseana Square"
"ShiLin","Shi Lin - Alabang Town Center"
"NgohiongExpress","Ngohiong Express - Tisa"
"SRNewYorkStylePizza","S&R New York Style Pizza - UP Town Center"
"SRNewYorkStylePizza","S&R New York Style Pizza - Ayala Malls The 30th"
"Moonleaf","Moonleaf - Visayas Avenue"
"TapaKing","Tapa King - Farmers Market"
"RodicsDiner","Rodic's Diner - Congressional"
"ChooksToGo","Chooks To Go - South Supermarket Alabang"
"ChooksToGo","Chooks To Go - Gen. Espino Signal"
"ChooksToGo","Chooks To Go - Villongco Street"
"ChooksToGo","Chooks To Go - E. Rodriguez Avenue"
"ChooksToGo","Chooks To Go - Pioneer Center"
"ChooksToGo","Chooks To Go - Shoe Ave"
"ChooksToGo","Chooks To Go - Comembo"
"ChooksToGo","Chooks To Go - Ever Commonwealth"
"ChooksToGo","Chooks To Go - Sixto Caniogan 2"
"ChooksToGo","Chooks To Go - Shorthorn"
"ChooksToGo","Chooks To Go - JP Rizal Marikina"
"ChooksToGo","Chooks To Go - Muntinlupa Bayanan"
"ChooksToGo","Chooks To Go - Sun Valley Drive Pasay"
"BuddysPancitLucbanatLongganisangLucban","Buddy's Pancit Lucban at Longganisang Lucban - Eastwood Citywalk 2"
"","Ababu Persian Kitchen - Malate"
"Goodah","Goodah!!! - Tomas Morato"
"Goodah","Goodah!!! - BF Homes"
"EmpanadaNation","Empanada Nation - Fort Bonifacio"
"MannHann","Mann Hann - SM Mezza Residences"
"LidoCocinaTsinabyPanciteriaLido","Lido Cocina Tsina by Panciteria Lido - Banawe"
"Tenya","Tenya - Paseo De Magallanes"
"Tenya","Tenya - Tiendesitas"
"SundaysbyMerryMoo","Sundays by Merry Moo - The Corner Market"
"Tebasaki","Tebasaki - Malapantao"
"SweetEcstasy","Sweet Ecstasy - Jupiter Street"
"StMarcCafe","St. Marc Cafe - One Parkade"
"Saboten","Saboten - Serendra"
"ShrimpBucket","Shrimp Bucket - UP Town Center"
"SenorPollo","Senor Pollo - Ortigas Center"
"OldSwissInn","Old Swiss Inn - Somerset Olympia"
"PotatoCornerNachoMucho","Potato Corner + Nacho Mucho - Tomas Morato"
"JTsManukanGrille","JT's Manukan Grille - Eton Centris Walk"
"JTsManukanGrille","JT's Manukan Grille - The Zone Malugay"
"Moonleaf","Moonleaf - Maginhawa"
"Chachago","Chachago - Scout Tobias"
"UncleMoesExpress","Uncle Moe's Express - Recess Food Alley"
"ThePorchbyCasaVerde","The Porch by Casa Verde - Sikatuna Village"
"SushiMoshi","Sushi Moshi - Wilcon City Center"
"RicosLechon","Rico's Lechon - Glorietta 4"
"BadBird","Bad Bird - Serendra"
"PersiaGrill","Persia Grill - Blue Sapphire"
"LingNam","Ling Nam - Banawe"
"ClassicSavory","Classic Savory - Robinsons Place Manila"
"CaraMiaCakesGelato","Cara Mia Cakes & Gelato - Lucky Chinatown Mall"
"ClashofBurgers","Clash of Burgers - Kapsigan"
"KaTunying","Ka Tunying - Visayas Avenue"
"ArmyNavyBurgerBurrito","Army Navy Burger + Burrito - Jupiter"
"AuthenticChineseCuisine","Authentic Chinese Cuisine - San Roque"
"HungryBarn","Hungry Barn - Fusebox"
"AdoboConnection","Adobo Connection - Ayala Malls Feliz"
"GerrysGrillRestaurantBar","Gerry's Grill Restaurant & Bar - UP Town Center"
"GerrysGrillRestaurantBar","Gerry's Grill Restaurant & Bar - SM Bicutan"
"CafeMaryGrace","Cafe Mary Grace - SM BF"
"CafeMaryGrace","Cafe Mary Grace - Eastwood"
"HappyLemon","Happy Lemon - Festival Mall"
"ShiLin","Shi Lin - Lucky Chinatown Mall"
"Wendys","Wendy's - SM San Lazaro"
"BurgerKing","Burger King - Valero"
"Sbarro","Sbarro - The Landmark"
"BigGuysPizza","Big Guys! Pizza - Luna Mencias Street"
